AMZN,Amazoncom Inc,20140527,COLUMN-Why I'm ditching my Amazon account ,(The opinions expressed here are those of the author  a columnist for Reuters.),topStory
VOD,Vodafone Group Plc,20140527,Vodafone Qatar Q4 loss narrows as customer base expands ,DUBAI  May 27 Vodafone Qatar  an affiliate of Vodafone Group  reported a narrowing fourth-quarter loss on Tuesday as the telecom operator increased its customer base by more than a fifth.,topStory
VOD,Vodafone Group Plc,20140527,India automakers hope Modi ditches Byzantine tax system for GST ,MUMBAI  May 27 Indian carmakers  battered by two years of slowing sales  hope  the resounding election victory by India's new leader will spur  replacement of the country's complex array of duties with a simple goods and services tax (GST).,normal
VOD,Vodafone Group Plc,20140527,EU regulators to decide on Vodafone  Ono deal by July 2 ,BRUSSELS European Union antitrust regulators will decide by July 2 whether to approve British telecoms group Vodafone's 7.2-billion-euro ($9.81 billion) bid for Spanish cable operator Ono  the European Commission said on Monday.,normal
WAFD,Washington Federal Inc,20140527,U.S. agents help probe 'bottle bomb' incidents near Washington ,ANNAPOLIS Md Federal bomb experts were helping investigate a spate of "bottle bomb" incidents at AMC movie theaters in Virginia and Maryland   a spokesman for the Bureau of Alcohol  Tobacco  Firearms and Explosives said on Tuesday.,topStory
WAFD,Washington Federal Inc,20140527,U.S. agents help probe 'bottle bomb' incidents near Washington ,ANNAPOLIS  Md  May 27 Federal bomb experts were helping investigate a spate of "bottle bomb" incidents at AMC movie theaters in Virginia and Maryland   a spokesman for the Bureau of Alcohol  Tobacco  Firearms and Explosives said on Tuesday.,normal
AGN,Allergan plc,20140527,CANADA STOCKS-TSX slips with gold-mining  energy shares; Scotiabank up ,* TSX falls 57.67 points  or 0.39 percent  to 14 658.02     * Five of 10 main index sectors decline     * Valeant slips 1.9 percent after Allergan comments      By John Tilak     TORONTO  May 27 Canada's main stock index dropped on Tuesday after weakness in the prices for gold  oil and other commodities weighed on shares of natural resource producers.     The decline came after advances in the last five sessions. The Toronto market is up 7.6 percent this year and almost touched a mul,topStory
AGN,Allergan plc,20140527,CANADA STOCKS-Resource shares drag TSX lower; Scotiabank climbs ,* TSX falls 14.26 points  or 0.27 percent  to 14 675.43     * Seven of the 10 main index sectors decline     * Valeant slips 2.2 percent after Allergan comments      By John Tilak     TORONTO  May 27 Canada's main stock index declined on Tuesday as a drop in prices for gold  oil and other commodities was a drag on shares of natural resource producers.      Bank of Nova Scotia shares rose after it released strong quarterly results but the increase was not enough to halt the index's re,normal
AGN,Allergan plc,20140527,Allergan says Valeant's offer overstated tax and R&D savings ,May 27 Allergan Inc said on Tuesday Valeant Pharmaceuticals International's $47 billion offer overstated the possible savings from the deal in terms of both research and development and in tax structure.,normal
AMOV,America Movil SAB de CV,20140527,Deals of the day- Mergers and acquisitions ,(Adds Telekom Austria  Societe Generale  Warburg Pincus  Espirito Santo; updates Nestle  GE),topStory
AMOV,America Movil SAB de CV,20140527,UPDATE 1-Telekom Austria boards neutral on America Movil bid ,* But if assumptions not fulfilled  offer price seen high   (Adds background  shares),normal
AMOV,America Movil SAB de CV,20140527,Telekom Austria boards neutral on America Movil bid ,VIENNA  May 27 The management and supervisory boards of Telekom Austria said on Tuesday they had decided to give no recommendation for or against America Movil's  up to $2 billion offer for its outstanding shares.,normal
AMOV,America Movil SAB de CV,20140527,Austrian watchdogs eye Slim pact for Telekom Austria ,VIENNA Austria's Federal Competition Agency (BWB) has given itself two weeks more to review a shareholder syndicate struck by Carlos Slim's America Movil and state holding company OIAG to pool their holdings in Telekom Austria.,normal
AMOV,America Movil SAB de CV,20140527,Austrian watchdogs eye Slim pact for Telekom Austria ,VIENNA  May 27 Austria's Federal Competition Agency (BWB) has given itself two weeks more to review a shareholder syndicate struck by Carlos Slim's America Movil  and state holding company OIAG to pool their holdings in Telekom Austria.,normal
AMX,America Movil SAB de CV,20140527,Deals of the day- Mergers and acquisitions ,(Adds Telekom Austria  Societe Generale  Warburg Pincus  Espirito Santo; updates Nestle  GE),topStory
AMX,America Movil SAB de CV,20140527,UPDATE 1-Telekom Austria boards neutral on America Movil bid ,* But if assumptions not fulfilled  offer price seen high   (Adds background  shares),normal
AMX,America Movil SAB de CV,20140527,Telekom Austria boards neutral on America Movil bid ,VIENNA  May 27 The management and supervisory boards of Telekom Austria said on Tuesday they had decided to give no recommendation for or against America Movil's  up to $2 billion offer for its outstanding shares.,normal
AMX,America Movil SAB de CV,20140527,Austrian watchdogs eye Slim pact for Telekom Austria ,VIENNA Austria's Federal Competition Agency (BWB) has given itself two weeks more to review a shareholder syndicate struck by Carlos Slim's America Movil and state holding company OIAG to pool their holdings in Telekom Austria.,normal
AMX,America Movil SAB de CV,20140527,Austrian watchdogs eye Slim pact for Telekom Austria ,VIENNA  May 27 Austria's Federal Competition Agency (BWB) has given itself two weeks more to review a shareholder syndicate struck by Carlos Slim's America Movil  and state holding company OIAG to pool their holdings in Telekom Austria.,normal
AZN,Astrazeneca PLC,20140527,US STOCKS-S&P 500 ends at record on mergers  ECB; small caps rise ,* Dow up 0.4 pct; S&P 500 up 0.6 pct; Nasdaq up 1.2 pct   (Updates to close),topStory
AZN,Astrazeneca PLC,20140527,UK's FTSE lifted by gains in ARM and hotel group IHG ,LONDON  May 27 Britain's main equity index climbed on Tuesday  lifted by gains in chip designer ARM  and InterContinental Hotels Group (IHG)  which pushed the market back to within reach of its record high.,normal
AZN,Astrazeneca PLC,20140527,UK mortgage lending data halts sterling in its tracks ,LONDON  May 27 Sterling weakened against the dollar on Tuesday after a fall in British mortgage lending gave investors an excuse to cash in on the pound's recent gains a day after U.S. drug company Pfizer abandoned its attempt to buy Britain's AstraZeneca.,normal
AZN,Astrazeneca PLC,20140527,UK's FTSE higher on potential bid for hotel group IHG ,LONDON  May 27 Britain's main equity index advanced on Tuesday  led by InterContinental Hotels Group (IHG)   which became the latest stock to gain ground on potential interest from a bidder.,normal
AZN,Astrazeneca PLC,20140527,Chinese city targets pharma firms in graft crackdown ,SHANGHAI  May 27 China's eastern city of Hangzhou is cracking down on graft in the healthcare sector  according to an internal memo from the local government  putting more pressure on global drugmakers operating in the country.,normal
AZN,Astrazeneca PLC,20140527,IHG leads UK's FTSE higher on signs of bid interest ,LONDON  May 27 Britain's top equity index advanced on Tuesday  led by InterContinental Hotels Group (IHG)   which became the latest stock to be boosted by possible takeover interest.,normal
AZN,Astrazeneca PLC,20140527,AstraZeneca shares fall after Pfizer walks away ,LONDON Shares in AstraZeneca  fell 2.3 percent on Tuesday after U.S. drugmaker Pfizer  said it would not make a formal bid to acquire its smaller British rival.,normal
AZN,Astrazeneca PLC,20140527,UPDATE 1-AstraZeneca shares fall after Pfizer walks away ,* Brokers downgrade stock after Pfizer abandons takeover bid,normal
AZN,Astrazeneca PLC,20140527,IHG leads FTSE higher on reports of bid interest ,* AstraZeneca falls after Pfizer walks; SocGen downgrades,normal
AZN,Astrazeneca PLC,20140527,How AstraZeneca escaped Pfizer's clutches this time ,LONDON On a sunny day in San Francisco last January  AstraZeneca Chief Executive Pascal Soriot was on his way to the Westin St. Francis hotel on Union Square to give investors some unexpectedly good news.,normal
AZO,AutoZone Inc,20140527,AutoZone profit up 7.4 percent as auto parts demand rises ,May 27 AutoZone Inc  the second-largest U.S. auto parts retailer  reported a 7.4 percent rise in quarterly profit on higher demand for auto parts from Mexico  Brazil and North America.,topStory
BAC,Bank of America Corporation,20140527,Bank of America hired to sell Clippers  contacts buyers ,Bank of America  hired over the weekend to sell the Los Angeles Clippers  has begun contacting potential buyers for the National Basketball Association (NBA) franchise  according to two people with knowledge of the contacts.,topStory
BAC,Bank of America Corporation,20140527,NBA-Bank of America hired to sell Clippers  contacts buyers ,May 27 Bank of America  hired over the weekend to sell the Los Angeles Clippers  has begun contacting potential buyers for the National Basketball Association (NBA) franchise  according to two people with knowledge of the contacts.,normal
BNS,Bank of Nova Scotia (The),20140527,Scotiabank profit rises 14 percent  eyes acquisition pipeline ,TORONTO Bank of Nova Scotia said on Tuesday its second-quarter profit rose 14 percent  beating estimates  and the lender's CEO suggested its strong capital levels will be directed toward acquisitions rather than large share buybacks.,topStory
BNS,Bank of Nova Scotia (The),20140527,Scotiabank second quarter commodity trading revenue boosted by precious metals ,NEW YORK Bank of Nova Scotia   one of the world's biggest bullion banks  on Tuesday reported its best quarterly trading revenue from commodities in over a year due to improving precious metals markets even as scrutiny of global bullion pricing intensifies.,normal
BNS,Bank of Nova Scotia (The),20140527,Scotiabank Q2 commodity trading revenue boosted by precious metals ,NEW YORK  May 27 Bank of Nova Scotia  one of the world's biggest bullion banks  on Tuesday reported its best quarterly trading revenue from commodities in over a year due to improving precious metals markets even as scrutiny of global bullion pricing intensifies.,normal
BNS,Bank of Nova Scotia (The),20140527,CANADA STOCKS-TSX slips with gold-mining  energy shares; Scotiabank up ,* TSX falls 57.67 points  or 0.39 percent  to 14 658.02     * Five of 10 main index sectors decline     * Valeant slips 1.9 percent after Allergan comments      By John Tilak     TORONTO  May 27 Canada's main stock index dropped on Tuesday after weakness in the prices for gold  oil and other commodities weighed on shares of natural resource producers.     The decline came after advances in the last five sessions. The Toronto market is up 7.6 percent this year and almost touched a mul,normal
BNS,Bank of Nova Scotia (The),20140527,UPDATE 2-Scotiabank profit rises 14 pct  eyes acquisition pipeline ,(Adds CEO  analyst comments on acquisitions  capital levels),normal
BNS,Bank of Nova Scotia (The),20140527,CANADA STOCKS-Resource shares drag TSX lower; Scotiabank climbs ,* TSX falls 14.26 points  or 0.27 percent  to 14 675.43     * Seven of the 10 main index sectors decline     * Valeant slips 2.2 percent after Allergan comments      By John Tilak     TORONTO  May 27 Canada's main stock index declined on Tuesday as a drop in prices for gold  oil and other commodities was a drag on shares of natural resource producers.      Bank of Nova Scotia shares rose after it released strong quarterly results but the increase was not enough to halt the index's re,normal
BNS,Bank of Nova Scotia (The),20140527,BRIEF-Bank of Nova Scotia CEO says eyeing acquisition 'pipeline' ,TORONTO  May 27 Bank of Nova Scotia :  * CEO says bank has "pipeline of acquisitions" that it continues to look at,normal
BNS,Bank of Nova Scotia (The),20140527,Bank of Nova Scotia profit rises 14 percent ,TORONTO  May 27 Bank of Nova Scotia  said on Tuesday its second-quarter profit rose 14 percent  due largely to higher income at its domestic banking and global wealth management units.,normal
BCS,Barclays PLC,20140527,MOVES- Pacific Investment  Co-op Bank  Barclays  UBS ,(Adds Pacific Investment  Co-operative Bank and U.S. Bank Wealth Management),topStory
BCS,Barclays PLC,20140527,Three U.S.-based former Barclays traders appear in UK court ,LONDON Three ex-traders from banking group Barclays  appeared in a London court on Tuesday as Britain began criminal proceedings against U.S.-based Libor traders  part of a global investigation into alleged rigging of benchmark interest rates.,normal
BCS,Barclays PLC,20140527,UPDATE 1-Three U.S.-based former Barclays traders appear in UK court ,* Prosecutor says the 3 conspired with colleagues in London,normal
BCS,Barclays PLC,20140527,Three former U.S.-based Barclays traders appear in UK court ,LONDON Three former Barclays traders appeared in a London court on Tuesday as Britain formally began its first criminal proceedings against U.S.-based Libor traders  part of a global investigation into alleged rigging of benchmark interest rates.,normal
BCS,Barclays PLC,20140527,Barclays slapped with $44 million fine over gold price fix ,LONDON Barclays Plc has been fined 26 million pounds ($43.8 million) for failures in internal controls that allowed a trader to manipulate the setting of gold prices  just a day after the bank was fined for rigging Libor interest rates in 2012.,normal
BCS,Barclays PLC,20140527,Three former U.S.-based Barclays traders appear in UK court ,LONDON  May 27 Three former Barclays  traders appeared in a London court on Tuesday as Britain formally began its first criminal proceedings against U.S.-based Libor traders  part of a global investigation into alleged rigging of benchmark interest rates.,normal
BCS,Barclays PLC,20140527,Hedge funds could raise up to $70 bln from Asia-Pac investors-Barclays ,HONG KONG  May 27 Hedge funds could raise up to $70 billion from investors in the Asia Pacific region over the next three years  half of it in new capital  Barclays  said in a survey on Tuesday.,normal
BA,Boeing Company (The),20140527,Exclusive: Mercury Systems pulls sale - sources ,Mercury Systems Inc  a supplier of digital signal and image processing systems to the aerospace and defense industry  has ended its exploration of a near-term sale  said three people familiar with the matter.,topStory
C,Citigroup Inc,20140527,Citigroup sees second quarter markets revenue down as much as 25 percent: CFO ,NEW YORK Markets revenue at Citigroup Inc  is expected to decline between 20 and 25 percent in the second quarter from a year earlier because of lackluster fixed-income trading  Chief Financial Officer John Gerspach said on Tuesday.,topStory
C,Citigroup Inc,20140527,UPDATE 1-Citigroup sees Q2 markets revenue down as much as 25 pct - CFO ,NEW YORK  May 27 Markets revenue at Citigroup Inc is expected to decline between 20 and 25 percent in the second quarter from a year earlier because of lackluster fixed-income trading  Chief Financial Officer John Gerspach said on Tuesday.,normal
C,Citigroup Inc,20140527,BRIEF-Citigroup sees 2Q trading revenue off 20 pct to 25 pct from year earlier ,* CFO Gerspach says 2Q trading revenue down 20 percent to 25 percent so far,normal
CLF,Cleveland-Cliffs Inc,20140527,UPDATE 1-Miner Cliffs says to cut 2014 capital spending by 25 pct ,May 27 Cliffs Natural Resources Inc  which is fighting an activist investor who wants to split up the company and replace its chief executive  said on Tuesday it will cut 2014 capital spending by $100 million  or 25 percent  as it deals with weak seaborne iron ore and metallurgical coal prices.,topStory
CLF,Cleveland-Cliffs Inc,20140527,Cliffs says to cut 2014 capital spending by 25 pct ,May 27 Cliffs Natural Resources Inc said on Tuesday it is cutting its 2014 capital spending by about $100 million  or 25 percent.,normal
ERJ,Embraer-Empresa Brasileira de Aeronautica,20140527,Brazil government to prolong payroll tax breaks -Embraer exec ,BRASILIA  May 27 The Brazilian government will prolong payroll tax breaks for some sectors  a senior executive with planemaker Embraer said on Tuesday  in a move to extend benefits to businesses that are quickly losing confidence in the economy.,topStory
FMX,Fomento Economico Mexicano SAB de CV,20140527,Spain's FCC among bidders for Portugal's EGF: sources ,MADRID/LISBON Spanish construction group FCC is among seven companies that have presented non-binding bids to buy Portuguese waste management company Empresa Geral do Fomento (EGF)  two sources said on Tuesday.,topStory
GEK,General Electric Capital Corporation,20140527,Deals of the day- Mergers and acquisitions ,(Adds Telekom Austria  Societe Generale  Warburg Pincus  Espirito Santo; updates Nestle  GE),topStory
GEK,General Electric Capital Corporation,20140527,GE  Siemens defend rival plans for France's Alstom ,PARIS General Electric  and Siemens defended rival proposals to buy the power arm of Alstom  on Tuesday  both assuring France that its prized engineering firm would emerge strengthened  including in its remaining transport business.,normal
GEK,General Electric Capital Corporation,20140527,UPDATE 1-GE  Siemens defend rival plans for France's Alstom ,* Siemens to submit rail-power asset swap offer by June 16,normal
GEK,General Electric Capital Corporation,20140527,GE to make detailed commitments on jobs in Alstom deal: CEO ,PARIS General Electric  will make precise commitments to increase jobs in France as part of its efforts to seal a deal to buy Alstom's  power arm  GE Chief Executive Jeff Immelt said on Tuesday.,normal
GEK,General Electric Capital Corporation,20140527,GE to make detailed commitments on jobs in Alstom deal -CEO ,PARIS  May 27 General Electric will make precise commitments to increase jobs in France as part of its efforts to seal a deal to buy Alstom's power arm  GE Chief Executive Jeff Immelt said on Tuesday.,normal
GEK,General Electric Capital Corporation,20140527,GE boss faces public Alstom grilling in Paris ,* GE has extended its bid  Siemens seen readying rival offer,normal
GE,General Electric Company,20140527,Deals of the day- Mergers and acquisitions ,(Adds Telekom Austria  Societe Generale  Warburg Pincus  Espirito Santo; updates Nestle  GE),topStory
GE,General Electric Company,20140527,GE  Siemens defend rival plans for France's Alstom ,PARIS General Electric  and Siemens defended rival proposals to buy the power arm of Alstom  on Tuesday  both assuring France that its prized engineering firm would emerge strengthened  including in its remaining transport business.,normal
GE,General Electric Company,20140527,UPDATE 1-GE  Siemens defend rival plans for France's Alstom ,* Siemens to submit rail-power asset swap offer by June 16,normal
GE,General Electric Company,20140527,GE to make detailed commitments on jobs in Alstom deal: CEO ,PARIS General Electric  will make precise commitments to increase jobs in France as part of its efforts to seal a deal to buy Alstom's  power arm  GE Chief Executive Jeff Immelt said on Tuesday.,normal
GE,General Electric Company,20140527,GE to make detailed commitments on jobs in Alstom deal -CEO ,PARIS  May 27 General Electric will make precise commitments to increase jobs in France as part of its efforts to seal a deal to buy Alstom's power arm  GE Chief Executive Jeff Immelt said on Tuesday.,normal
GE,General Electric Company,20140527,GE boss faces public Alstom grilling in Paris ,* GE has extended its bid  Siemens seen readying rival offer,normal
GM,General Motors Company,20140527,Canada probing fatal crashes amid complaints over faulty GM switches ,OTTAWA Canada is probing two fatal crashes in General Motors Co vehicles which were subject to a recall to fix faulty switches and has received nine further complaints from drivers  the country's top transportation official told Reuters on Monday.,topStory
GM,General Motors Company,20140527,Canada probing fatal crashes amid complaints over faulty GM switches ,OTTAWA Canada is probing two fatal crashes in General Motors Co vehicles which were subject to a recall to fix faulty switches and has received nine further complaints from drivers  the country's top transportation official told Reuters on Monday.,normal
GSK,GlaxoSmithKline PLC,20140527,UPDATE 2-UK fraud office probes GSK after claims of foreign bribery ,* SFO opens criminal investigation into GSK and subsidiaries,topStory
GSK,GlaxoSmithKline PLC,20140527,GSK says faces UK serious fraud investigation ,LONDON  May 27 GlaxoSmithKline Plc said on Tuesday that Britain's Serious Fraud Office (SFO) has opened a formal criminal investigation into its commercial practices.,normal
GSK,GlaxoSmithKline PLC,20140527,Chinese city targets pharma firms in graft crackdown ,SHANGHAI  May 27 China's eastern city of Hangzhou is cracking down on graft in the healthcare sector  according to an internal memo from the local government  putting more pressure on global drugmakers operating in the country.,normal
GS,Goldman Sachs Group Inc (The),20140527,Ex-Goldman trader Tourre won't appeal SEC fraud case verdict ,TeNEW YORK Former Goldman Sachs Group Inc trader Fabrice Tourre said Tuesday he would not appeal an order requiring he pay more than $825 000 after a jury found him liable for defrauding investors in a failed mortgage deal.,topStory
GS,Goldman Sachs Group Inc (The),20140527,UPDATE 1-Ex-Goldman trader Tourre won't appeal SEC fraud case verdict ,(New throughout  adds background on case  more on Tourre's announcement),normal
GS,Goldman Sachs Group Inc (The),20140527,Ex-Goldman trader Tourre says won't appeal SEC case ,TeNEW YORK  May 27 Former Goldman Sachs Group Inc trader Fabrice Tourre said Tuesday he would not appeal an order requiring he pay more than $825 000 after a jury found him liable for defrauding investors in a failed mortgage deal.,normal
GS,Goldman Sachs Group Inc (The),20140527,New Issue-Goldman Sachs prices 750 mln euro 2026 bond ,Lead Manager(s)         Goldman Sachs  IMI  BNP Paribas  CMZ  CA-CIB  Danske ,normal
GS,Goldman Sachs Group Inc (The),20140527,RPT-UPDATE 1-In new warehousing suit  Goldman  JPMorgan sued over zinc ,NEW YORK  May 23 Wall Street banks  big metal merchants and the London Metal Exchange face a lawsuit alleging they have artificially inflated  zinc prices  expanding a high-profile legal case that has until now centered on the larger aluminum market.,normal
ICE,Intercontinental Exchange Inc,20140527,UPDATE 2-ICE lines up European investors to buy a third of Euronext ,* ICE secures anchor investors to buy 33 pct Euronext stake,topStory
ICE,Intercontinental Exchange Inc,20140527,Euronext to list first on French  Dutch  Belgian exchanges ,PARIS  May 27 IntercontinentalExchange Group  confirmed on Tuesday it plans to proceed with an initial public offering of European financial exchange Euronext in Paris  Amsterdam and Brussels.,normal
IHG,Intercontinental Hotels Group,20140527,UK's FTSE lifted by gains in ARM and hotel group IHG ,LONDON  May 27 Britain's main equity index climbed on Tuesday  lifted by gains in chip designer ARM  and InterContinental Hotels Group (IHG)  which pushed the market back to within reach of its record high.,topStory
IHG,Intercontinental Hotels Group,20140527,UK's FTSE higher on potential bid for hotel group IHG ,LONDON  May 27 Britain's main equity index advanced on Tuesday  led by InterContinental Hotels Group (IHG)   which became the latest stock to gain ground on potential interest from a bidder.,normal
IHG,Intercontinental Hotels Group,20140527,IHG leads UK's FTSE higher on signs of bid interest ,LONDON  May 27 Britain's top equity index advanced on Tuesday  led by InterContinental Hotels Group (IHG)   which became the latest stock to be boosted by possible takeover interest.,normal
IHG,Intercontinental Hotels Group,20140527,IHG leads FTSE higher on reports of bid interest ,* AstraZeneca falls after Pfizer walks; SocGen downgrades,normal
IHG,Intercontinental Hotels Group,20140527,BRIEF-IHG shares jump after media reports of bid interest ,May 27 InterContinental Hotels Group PLC :  * Shares open up 5.6 percent after British media reports of bid interest * Source text for Eikon:  * For more news  please click here,normal
IHG,Intercontinental Hotels Group,20140527,Intercontinental rejected $10 billion offer from U.S. suitor: Sky ,LONDON The world's largest hotelier  Intercontinental Hotels Group (IHG)  has rejected a 6 billion pound ($10.1 billion) takeover offer from a U.S. bidder  Sky News reported  citing unidentified sources.,normal
IBM,International Business Machines Corporation,20140527,UPDATE 3-China pushing banks to drop IBM servers in hacking dispute-report ,May 27 China is pressuring its banks to remove high-end servers made by IBM and replace them with a local brand  Bloomberg reported on Tuesday  as tensions rise between Beijing and Washington over allegations of cyber espionage.,topStory
JPM,J P Morgan Chase & Co,20140527,RPT-UPDATE 1-In new warehousing suit  Goldman  JPMorgan sued over zinc ,NEW YORK  May 23 Wall Street banks  big metal merchants and the London Metal Exchange face a lawsuit alleging they have artificially inflated  zinc prices  expanding a high-profile legal case that has until now centered on the larger aluminum market.,topStory
JPM,J P Morgan Chase & Co,20140527,DIARY-U.S. MEETINGS/WEEK AHEAD ,THOMSON REUTERS  May 27 2014 - Corporate Meetings for US companies for Week ahead.         S&P 500 Earnings - Weekly           S&P 500 Earnings - Day Ahead        Non S&P 500 - Weekly               Non S&P 500 - Day Ahead             ConferenceCall/Webcast - Weekly    ConferenceCall/Webcast - Day        S&P 500 Earnings - Monthly           Meetings - Day Ahead                Economic Indicators                  Dividends                           Daily earnings hits & misses         Federal Rese,normal
JKS,JinkoSolar Holding Company Limited,20140527,JinkoSolar posts net profit as US  Japan shipments rise ,May 27 JinkoSolar Holding Co Ltd  a Chinese solar panel maker  posted a quarterly net profit as shipments rose to higher margin markets such as Japan and the United States.,topStory
KKR,KKR & Co LP,20140527,KKR to buy Singapore's Goodpack for $1.1 billion ,HONG KONG KKR & Co plans to buy Singapore's Goodpack Ltd  the world's largest maker of intermediate bulk containers  in a deal that values the company at S$1.39 billion ($1.11 billion)  the two companies said on Tuesday.,topStory
KKR,KKR & Co LP,20140527,KKR to buy Singapore's Goodpack for $1.1 bln ,HONG KONG  May 27 KKR & Co plans to buy Singapore's Goodpack Ltd  the world's largest maker of intermediate bulk containers  in a deal that values the company at S$1.39 billion ($1.11 billion)  the two companies said on Tuesday.,normal
LYG,Lloyds Banking Group Plc,20140527,UPDATE 2-Lloyds Bank launches TSB share sale to create new UK lender ,* TSB won't pay dividend until 2017   (Adds comments from TSB Chief Executive),topStory
LYG,Lloyds Banking Group Plc,20140527,Lloyds offers to buy back covered bonds ,LONDON  May 27 (IFR) - Lloyds Banking Group has launched a liability management exercise to buy back sterling and euro-denominated covered bonds as part of a plan to "manage its overall wholesale funding position and better optimise its stock of outstanding debt securities"  according to a statement released this morning.,normal
LYG,Lloyds Banking Group Plc,20140527,TSB sees 15-20 pct of shares in IPO going to retail investors ,LONDON  May 27 British lender TSB expects between 15 percent and 20 percent of shares being offered in the first phase of its stock market listing to be sold to private retail investors  Chief Executive Paul Pester told reporters.,normal
LYG,Lloyds Banking Group Plc,20140527,British bank Lloyds to float 25 percent of TSB ,LONDON  May 27 Lloyds Banking Group  said on Tuesday it will float about 25 percent of its TSB business on the London Stock Exchange  with the remainder sold before the end of 2015.,normal
LMT,Lockheed Martin Corporation,20140527,Exclusive: Mercury Systems pulls sale - sources ,Mercury Systems Inc  a supplier of digital signal and image processing systems to the aerospace and defense industry  has ended its exploration of a near-term sale  said three people familiar with the matter.,topStory
NYT,New York Times Company (The),20140527,U.S. should reject Comcast-TWC merger - NY Times editorial ,WASHINGTON  May 27 U.S. regulators should challenge the proposed $45 billion merger of the two largest American cable providers  Comcast Corp and Time Warner Cable Inc  the New York Times said in an editorial in Tuesday's newspaper.,topStory
NKE,Nike Inc,20140527,Nike and Adidas get personal in battle over soccer World Cup ,BERLIN U.S. sportswear group Nike is banking on its sponsorship of more of the world's best-known soccer stars than Adidas in its battle to overtake the German firm as the sport's top-selling brand at its World Cup this summer.,topStory
NKE,Nike Inc,20140527,Nike and Adidas get personal in battle over soccer World Cup ,BERLIN U.S. sportswear group Nike is banking on its sponsorship of more of the world's best-known soccer stars than Adidas in its battle to overtake the German firm as the sport's top-selling brand at its World Cup this summer.,normal
NKE,Nike Inc,20140527,Nike and Adidas get personal in battle over soccer World Cup ,BERLIN  May 28 U.S. sportswear group Nike  is banking on its sponsorship of more of the world's best-known soccer stars than Adidas in its battle to overtake the German firm as the sport's top-selling brand at its World Cup this summer.,normal
NKE,Nike Inc,20140527,UPDATE 1-Nike  Adidas China distributor Belle warns economy's sag means 2 lean years ,* Fierce competition in store and online weighs on retailers,normal
JWN,Nordstrom Inc,20140527,Market Chatter- Corporate finance press digest ,May 27 The following corporate finance-related stories were reported by media:,normal
NOC,Northrop Grumman Corporation,20140527,Exclusive: Mercury Systems pulls sale - sources ,Mercury Systems Inc  a supplier of digital signal and image processing systems to the aerospace and defense industry  has ended its exploration of a near-term sale  said three people familiar with the matter.,topStory
OMC,Omnicom Group Inc,20140527,UPDATE 1-Omnicom  Twitter sign $230 mln mobile ad deal ,May 27 Omnicom Group Inc's media services division signed a deal worth $230 million with Twitter Inc that will integrate Omnicom's automated ad buying unit Accuen with Twitter's mobile ad exchange MoPub.,topStory
OMC,Omnicom Group Inc,20140527,Omnicom  Twitter sign $230 mln mobile ad deal ,May 27 Omnicom Group Inc's media services division signed a deal worth $230 million with Twitter Inc that will integrate Omnicom's automated ad buying unit Accuen with Twitter's mobile ad exchange MoPub.,normal
OKE,ONEOK Inc,20140527,ONEOK Minnesota natgas line remains shut after explosion-sheriff ,May 27 A natural gas pipeline in northwestern Minnesota owned by ONEOK Inc's Viking Gas Transmission unit remained shut early Tuesday after exploding early Monday  the 911 coordinator for the Marshall County sheriff's department said.,topStory
ORAN,Orange,20140527,CORRECTED-UPDATE 1-Orange names French treasury chief as chief financial officer ,(Corrects length of CEO term in second paragraph to four from three years),topStory
ORAN,Orange,20140527,Orange names French treasury chief as chief financial officer ,PARIS France's state-backed telecom group Orange named Ramon Fernandez  a top civil servant who now serves as the country's Treasury chief  as its next chief financial officer effective in September.,normal
PFE,Pfizer Inc,20140527,US STOCKS-S&P 500 ends at record on mergers  ECB; small caps rise ,* Dow up 0.4 pct; S&P 500 up 0.6 pct; Nasdaq up 1.2 pct   (Updates to close),topStory
PFE,Pfizer Inc,20140527,UK's FTSE lifted by gains in ARM and hotel group IHG ,LONDON  May 27 Britain's main equity index climbed on Tuesday  lifted by gains in chip designer ARM  and InterContinental Hotels Group (IHG)  which pushed the market back to within reach of its record high.,normal
PFE,Pfizer Inc,20140527,UK mortgage lending data halts sterling in its tracks ,LONDON  May 27 Sterling weakened against the dollar on Tuesday after a fall in British mortgage lending gave investors an excuse to cash in on the pound's recent gains a day after U.S. drug company Pfizer abandoned its attempt to buy Britain's AstraZeneca.,normal
PFE,Pfizer Inc,20140527,UK's FTSE higher on potential bid for hotel group IHG ,LONDON  May 27 Britain's main equity index advanced on Tuesday  led by InterContinental Hotels Group (IHG)   which became the latest stock to gain ground on potential interest from a bidder.,normal
PFE,Pfizer Inc,20140527,IHG leads UK's FTSE higher on signs of bid interest ,LONDON  May 27 Britain's top equity index advanced on Tuesday  led by InterContinental Hotels Group (IHG)   which became the latest stock to be boosted by possible takeover interest.,normal
PFE,Pfizer Inc,20140527,UPDATE 1-AstraZeneca shares fall after Pfizer walks away ,* Brokers downgrade stock after Pfizer abandons takeover bid,normal
PFE,Pfizer Inc,20140527,How AstraZeneca escaped Pfizer's clutches this time ,LONDON On a sunny day in San Francisco last January  AstraZeneca Chief Executive Pascal Soriot was on his way to the Westin St. Francis hotel on Union Square to give investors some unexpectedly good news.,normal
