AGEN,Agenus Inc,20140724,UPDATE 2-GSK seeks approval for world's first malaria vaccine ,* Mosquito-borne malaria kills over 600 000 people a year,topStory
SBUX,Starbucks Corporation,20140724,Starbucks sales in Americas region up slightly more than expected ,Starbucks Corp on Thursday said quarterly sales at established stores in its dominant Americas region grew a somewhat stronger-than-expected 6 percent  including a 7 percent rise for the United States that was helped by food sales.,normal
SBUX,Starbucks Corporation,20140724,UPDATE 2-Starbucks sales in Americas region up slightly more than expected ,July 24 Starbucks Corp on Thursday said quarterly sales at established stores in its dominant Americas region grew a somewhat stronger-than-expected 6 percent  including a 7 percent rise for the United States that was helped by food sales.,normal
SBUX,Starbucks Corporation,20140724,Starbucks Americas sales up slightly more than expected ,July 24 Starbucks Corp on Thursday said quarterly sales at established stores in its U.S.-dominated Americas region grew 6 percent.,normal
CG,The Carlyle Group LP,20140724,UPDATE 1-Vitol  Carlyle's Varo Energy buy Total Swiss diesel businesses ,LONDON  July 24 Vitol and the Carlyle Group's joint venture Varo Energy has bought French oil company Total's Swiss diesel and heating oil storage and distribution businesses  the company said on Thursday.,topStory
CG,The Carlyle Group LP,20140724,Vitol  Carlyle's Varo Energy buy Total Swiss diesel businesses ,LONDON  July 24 Vitol and the Carlyle Group's joint-venture Varo Energy has bought French oil company Total's Swiss diesel and heating oil storage and distribution businesses  the company said on Thursday.,normal
CG,The Carlyle Group LP,20140724,UPDATE 1-TPG  Carlyle set to raise $2.1 bln by pricing Australia Healthscope IPO at upper-end of range ,SYDNEY  July 24 Private equity giants TPG Capital Management Ltd and Carlyle Group LP will price shares in Australian hospital company Healthscope Ltd  at A$2.10 ($1.98) each  the upper end of the target range  a person familiar with the sale told Reuters.,normal
CG,The Carlyle Group LP,20140724,TPG  Carlyle set to raise $2.1 bln by pricing Australia Healthscope IPO at upper-end of range ,SYDNEY  July 24 Private equity giants TPG Capital Management Ltd and Carlyle Group LP will price shares in Australian hospital company Healthscope Ltd  at A$2.10 ($1.98) each  the upper end of the target range  a person familiar with the sale told Reuters.,normal
TCGP,The Carlyle Group LP,20140724,UPDATE 1-Vitol  Carlyle's Varo Energy buy Total Swiss diesel businesses ,LONDON  July 24 Vitol and the Carlyle Group's joint venture Varo Energy has bought French oil company Total's Swiss diesel and heating oil storage and distribution businesses  the company said on Thursday.,topStory
TCGP,The Carlyle Group LP,20140724,Vitol  Carlyle's Varo Energy buy Total Swiss diesel businesses ,LONDON  July 24 Vitol and the Carlyle Group's joint-venture Varo Energy has bought French oil company Total's Swiss diesel and heating oil storage and distribution businesses  the company said on Thursday.,normal
TCGP,The Carlyle Group LP,20140724,UPDATE 1-TPG  Carlyle set to raise $2.1 bln by pricing Australia Healthscope IPO at upper-end of range ,SYDNEY  July 24 Private equity giants TPG Capital Management Ltd and Carlyle Group LP will price shares in Australian hospital company Healthscope Ltd  at A$2.10 ($1.98) each  the upper end of the target range  a person familiar with the sale told Reuters.,normal
TCGP,The Carlyle Group LP,20140724,TPG  Carlyle set to raise $2.1 bln by pricing Australia Healthscope IPO at upper-end of range ,SYDNEY  July 24 Private equity giants TPG Capital Management Ltd and Carlyle Group LP will price shares in Australian hospital company Healthscope Ltd  at A$2.10 ($1.98) each  the upper end of the target range  a person familiar with the sale told Reuters.,normal
FOX,Twenty-First Century Fox Inc,20140724,Fitch: FOX CDS Widen 50% on Potential Time Warner Combo ,(The following statement was released by the rating agency) NEW YORK  July 24 (Fitch) Significant widening in Twenty-First Century Fox   Inc.'s (FOX) five-year credit default swap (CDS) spreads is likely in reaction  to news that the media giant had made an offer to buy Time Warner Inc.   according to Fitch Solutions.  CDS on FOX have widened 50% since July 4  compared to just 3% widening observed  for Fitch Solutions' North America Media CDS Index over the same time period.   Additionally  CDS ,topStory
FOX,Twenty-First Century Fox Inc,20140724,Analysis: Carey pressured from both sides of Fox Time Warner deal to stay in job ,LOS ANGELES/NEW YORK Chase Carey  Twenty-First Century Fox's president and chief operating officer  may be feeling pressure to stay in his job for several more years both from his boss  Rupert Murdoch  and from the company Murdoch is trying to buy  Time Warner Inc.,normal
FOX,Twenty-First Century Fox Inc,20140724,Carey pressured from both sides of Fox Time Warner deal to stay in job ,LOS ANGELES/NEW YORK Chase Carey  Twenty-First Century Fox's president and chief operating officer  may be feeling pressure to stay in his job for several more years both from his boss  Rupert Murdoch  and from the company Murdoch is trying to buy  Time Warner Inc.,normal
FOXA,Twenty-First Century Fox Inc,20140724,Fitch: FOX CDS Widen 50% on Potential Time Warner Combo ,(The following statement was released by the rating agency) NEW YORK  July 24 (Fitch) Significant widening in Twenty-First Century Fox   Inc.'s (FOX) five-year credit default swap (CDS) spreads is likely in reaction  to news that the media giant had made an offer to buy Time Warner Inc.   according to Fitch Solutions.  CDS on FOX have widened 50% since July 4  compared to just 3% widening observed  for Fitch Solutions' North America Media CDS Index over the same time period.   Additionally  CDS ,topStory
FOXA,Twenty-First Century Fox Inc,20140724,Analysis: Carey pressured from both sides of Fox Time Warner deal to stay in job ,LOS ANGELES/NEW YORK Chase Carey  Twenty-First Century Fox's president and chief operating officer  may be feeling pressure to stay in his job for several more years both from his boss  Rupert Murdoch  and from the company Murdoch is trying to buy  Time Warner Inc.,normal
FOXA,Twenty-First Century Fox Inc,20140724,Carey pressured from both sides of Fox Time Warner deal to stay in job ,LOS ANGELES/NEW YORK Chase Carey  Twenty-First Century Fox's president and chief operating officer  may be feeling pressure to stay in his job for several more years both from his boss  Rupert Murdoch  and from the company Murdoch is trying to buy  Time Warner Inc.,normal
VOD,Vodafone Group Plc,20140724,Vodafone extends offer for Italy's Cobra Automotive to August 1 ,MILAN Vodafone on Thursday extended its voluntary tender offer to buy all the share capital of Italian car electronics maker Cobra Automotive Technologies by five trading days to Aug. 1.,topStory
VOD,Vodafone Group Plc,20140724,Vodafone extends offer for Italy's Cobra Automotive to Aug. 1 ,MILAN  July 24 Vodafone on Thursday extended its voluntary tender offer to buy all the share capital of Italian car electronics maker Cobra Automotive Technologies  by five trading days to Aug. 1.,normal
VOD,Vodafone Group Plc,20140724,Spain's Jazztel to boost fibre optic investment plan ,MADRID  July 24 Spanish telecoms group Jazztel  is expanding its fibre optic network investment  saying on Thursday it aimed to connect 7 million homes  a target which would bring it closer to the scale of offerings from Telefonica  and Vodafone.,normal
MMM,3M Company,20140724,3M profit rises 6 percent  sales up across businesses ,3M Co  posted a 6 percent rise in quarterly profit on Thursday  helped by broad sales growth across the U.S. manufacturer's range of businesses.,topStory
MMM,3M Company,20140724,UPDATE 1-3M profit rises 6 pct  sales up across businesses ,July 24 3M Co posted a 6 percent rise in quarterly profit on Thursday  helped by broad sales growth across the U.S. manufacturer's range of businesses.,normal
MMM,3M Company,20140724,3M profit rises 6 pct  sales rise across businesses ,July 24 3M Co posted a 6 percent rise in quarterly profit on Thursday  helped by broad sales growth across the U.S. manufacturer's range of businesses.,normal
ALK,Alaska Air Group Inc,20140724,Alaska Air posts higher second quarter earnings ,July 24 Alaska Air Group reported a higher second-quarter profit on Thursday  aided by lower fuel and maintenance costs and fees for items such as checked baggage.,topStory
AGN,Allergan plc,20140724,RPT-Republican lawmaker to grill U.S. SEC over Ackman tactics ,WASHINGTON  July 24 A U.S. lawmaker will pressure the U.S. Securities and Exchange Commission on Thursday to consider a raft of reforms  after William Ackman's aggressive efforts to take over Allergan Inc raised concerns about loose rules governing disclosure and shareholder voting.,topStory
AGN,Allergan plc,20140724,Republican lawmaker to grill U.S. SEC over Ackman tactics ,WASHINGTON A U.S. lawmaker will pressure the U.S. Securities and Exchange Commission on Thursday to consider a raft of reforms  after William Ackman's aggressive efforts to take over Allergan Inc raised concerns about loose rules governing disclosure and shareholder voting.,normal
AGN,Allergan plc,20140724,Republican lawmaker to grill U.S. SEC over Ackman tactics ,WASHINGTON  July 24 A U.S. lawmaker will pressure the U.S. Securities and Exchange Commission on Thursday to consider a raft of reforms  after William Ackman's aggressive efforts to take over Allergan Inc raised concerns about loose rules governing disclosure and shareholder voting.,normal
T,AT&T Inc,20140724,Facebook goes express to mega-cap status - now valued more than AT&T  Coke ,NEW YORK In the days after its infamously mishandled initial public offering in May 2012  it looked as if Facebook would struggle to become a must-own for fund managers.,topStory
T,AT&T Inc,20140724,Deals of the day- Mergers and acquisitions ,(Adds Balfour Beatty  Zillow  PSA Peugeot Citroen  BayernLB Holding  Repsol  Interpublic Group of Cos),normal
BAC,Bank of America Corporation,20140724,Bank of America to pay $16.6 million to resolve U.S. sanctions violations ,WASHINGTON Bank of America Corp's banking unit  agreed to pay $16.6 million to resolve allegations that it processed several hundred transactions for drug traffickers who are subject to U.S. sanctions  the U.S. Treasury Department said on Thursday.,topStory
BAC,Bank of America Corporation,20140724,UPDATE 1-Bank of America to pay $16.6 mln to resolve U.S. sanctions violations ,WASHINGTON  July 24 Bank of America Corp's banking unit agreed to pay $16.6 million to resolve allegations that it processed several hundred transactions for drug traffickers who are subject to U.S. sanctions  the U.S. Treasury Department said on Thursday.,normal
BAC,Bank of America Corporation,20140724,Bank of America to pay $16.6 mln to resolve U.S. sanctions violations ,WASHINGTON  July 24 Bank of America Corp's banking unit agreed to pay $16.6 million to resolve allegations that it processed transactions for drug traffickers who are subject to U.S. sanctions  the U.S. Treasury Department said on Thursday.,normal
BCS,Barclays PLC,20140724,Barclays files to dismiss New York lawsuit against 'dark pool' ,NEW YORK/LONDON Barclays Plc  urged the dismissal on Thursday of a lawsuit from the New York attorney general alleging the bank  lied to clients about its high-speed trading venue  saying the complaint had "fatal flaws" because Barclays' customers were never misled.,topStory
BCS,Barclays PLC,20140724,UPDATE 2-Barclays files to dismiss New York lawsuit against 'dark pool' ,* No victims  harm or material misstatements established - Barclays   (Adds Schneiderman statement  paragraph 5  additional byline and dateline),normal
BCS,Barclays PLC,20140724,Barclays files to dismiss New York lawsuit against 'dark pool' ,NEW YORK  July 24 Barclays Plc filed a motion on Thursday to throw out the New York attorney general's lawsuit that alleged the bank lied to clients over its high-speed trading venue  saying many of the state's allegations were taken out of context.,normal
BA,Boeing Company (The),20140724,Boeing reaches plane parts deal with Iran ,PARIS U.S. planemaker Boeing  has disclosed an agreement with Iran to provide airplane parts  relaxing a three-decade freeze in ties as part of a broader package of sanctions relief.,topStory
BA,Boeing Company (The),20140724,CORRECTED-Boeing reaches plane parts deal with Iran ,(Corrects attribution in paragraph 7  showing that the extension of talks was officially announced),normal
BSX,Boston Scientific Corporation,20140724,UPDATE 2-Boston Scientific profit exceeds expectations as sales rise ,July 24 Boston Scientific Corp  which makes medical equipment  on Thursday reported a slightly higher-than-expected quarterly profit as improvements in its heart device business helped drive revenue up 4 percent.,topStory
BSX,Boston Scientific Corporation,20140724,Boston Scientific reports profit as sales rise ,July 24 Boston Scientific  which makes medical equipment  on Thursday reported a better-than-expected profit as sales across all sectors including its large heart device business improved by 4 percent on a constant currency basis.,normal
BYD,Boyd Gaming Corporation,20140724,Fitch Updates Recovery Analyses for U.S. Gaming Operators ,(The following statement was released by the rating agency) NEW YORK  July 24 (Fitch) Fitch Ratings has published updated recovery analyses  for the following U.S. gaming operators: --Caesars Entertainment Operating Co. (including Chester Downs and Marina LLC) --Caesars Entertainment Resort Properties  LLC --Caesars Growth Properties Holdings  LLC --MGM Resorts International --Boyd Gaming Corporation --Marina District Finance Company  Inc. (Borgata) --Peninsula Gaming  LLC --Pinnacle Entertainme,topStory
BP,BP plc,20140724,Delta drops BP fuel contract early at airline's Trainer refinery ,NEW YORK Delta Air Lines Inc  has severed a multi-year contract with BP  to exchange refined fuels from Delta's Trainer refinery for more jet fuel  the company said on Thursday.,topStory
BP,BP plc,20140724,Delta drops BP fuel contract early at airline's Trainer refinery ,NEW YORK  July 24 Delta Air Lines Inc  has severed a multi-year contract with BP to exchange refined fuels from Delta's Trainer refinery for more jet fuel  the company said on Thursday.,normal
BP,BP plc,20140724,BP refining boss Conn quits  in talks for Centrica top job ,LONDON BP's head of refining  Iain Conn  is leaving the oil major and holding talks with British utility Centrica about succeeding its chief executive  Sam Laidlaw  the companies said on Thursday.,normal
BMY,Bristol-Myers Squibb Company,20140724,Bristol-Myers profit tops forecasts  helped by newer drugs ,Bristol-Myers Squibb Co reported better-than-expected quarterly results  helped by cost controls and strong sales of its Eliquis blood clot preventer and Yervoy treatment for melanoma.,topStory
BMY,Bristol-Myers Squibb Company,20140724,UPDATE 2-Bristol-Myers profit tops forecasts  helped by newer drugs ,(Adds analyst comment  shares  details on immuno-oncology drugs),normal
BMY,Bristol-Myers Squibb Company,20140724,Bristol-Myers profit tops forecasts  helped by newer drugs ,July 24 Bristol-Myers Squibb Co reported better-than-expected quarterly results  helped by cost controls and strong sales of its Eliquis blood clot preventer and Yervoy treatment for melanoma.,normal
CAJ,Canon Inc,20140724,Canon profit climbs as strong office equipment business masks camera downturn ,TOKYO Japan's Canon Inc  said second-quarter operating profit jumped 12 percent to its highest for any quarter in nearly three years  as strong earnings in overseas office equipment offset continuing weakness in its camera business.,topStory
CAJ,Canon Inc,20140724,UPDATE 1-Canon profit climbs as strong office equipment business masks camera downturn ,TOKYO  July 23 Japan's Canon Inc said second-quarter operating profit jumped 12 percent to its highest for any quarter in nearly three years  as strong earnings in overseas office equipment offset continuing weakness in its camera business.,normal
CAJ,Canon Inc,20140724,TABLE-Canon -6-MTH group results (SEC) ,Jul 24 (Reuters)-            Canon Inc            CONSOLIDATED FINANCIAL HIGHLIGHTS       (in billions of yen unless specified)                     6 months ended      6 months ended       Year to                    Jun 30  2014        Jun 30  2013     Dec 31  2014                       LATEST             YEAR-AGO          COMPANY                         RESULTS             RESULT          FORECAST      Sales             1.80 trln           1.78 trln        3.78 trln                      (+0.6 p,normal
CAT,Caterpillar Inc,20140724,US STOCKS-Wall St ends flat on mixed earnings; S&P 500 at record ,* Caterpillar drags on Dow; Facebook at record on results,topStory
CAT,Caterpillar Inc,20140724,US STOCKS-Wall St finishes flat on mixed earnings; S&P at record ,* Caterpillar drags on Dow; Facebook stock at record on results,normal
CAT,Caterpillar Inc,20140724,Caterpillar posts higher second-quarter profit; sales fall ,Caterpillar Inc  reported higher-than-expected second-quarter earnings and raised its full-year forecast on Thursday but said sales fell as a continued slump in the global mining industry offset a rebound in the North American building sector.,normal
CAT,Caterpillar Inc,20140724,UPDATE 4-Caterpillar posts higher 2nd-quarter profit; sales fall ,July 24 Caterpillar Inc reported higher-than-expected second-quarter earnings and raised its full-year forecast on Thursday but said sales fell as a continued slump in the global mining industry offset a rebound in the North American building sector.,normal
CAT,Caterpillar Inc,20140724,Caterpillar posts higher quarterly profit ,July 24 Caterpillar Inc on Thursday reported higher-than-expected second-quarter earnings as a rebound in sales to builders offset a continued slump in the mining sector.,normal
CVX,Chevron Corporation,20140724,UPDATE 1-U.S. sells first condensate to Asia in at least 40 years - sources ,* South Korea's GS Caltex  Japan's Cosmo Oil buy one cargo each - sources,normal
CHL,China Mobile (Hong Kong) Ltd,20140724,BRIEF-Hubei Kaile Sci and Tech wins bid to supply products to China Mobile ,July 24 Kaile Science and Technology Co Ltd Hubei,topStory
KO,Coca-Cola Company (The),20140724,Facebook goes express to mega-cap status - now valued more than AT&T  Coke ,NEW YORK In the days after its infamously mishandled initial public offering in May 2012  it looked as if Facebook would struggle to become a must-own for fund managers.,topStory
DHI,DR Horton Inc,20140724,D.R. Horton takes hit from discounts as housing demand slows ,D.R. Horton Inc   the No.1 U.S. homebuilder  said it had to offer discounts in the third quarter to boost sales in Chicago  a particularly bleak spot in a weak U.S. housing market.,topStory
DHI,DR Horton Inc,20140724,UPDATE 2-D.R. Horton takes hit from discounts as housing demand slows ,* D.R. Horton shares down 10 pct  PulteGroup down 3 pct   (Adds PulteGroup results  executive comments  updates shares),normal
DHI,DR Horton Inc,20140724,D.R. Horton's homebuilding revenue rises  orders jump ,July 24 D.R. Horton Inc  the No.1 U.S. homebuilder  reported a 28 percent rise in third-quarter homebuilding revenue and the company said orders rose 25 percent.,normal
CB,D/B/A Chubb Limited New,20140724,Chubb lowers earnings forecast as insurance payouts rise ,Chubb Corp  lowered its full-year earnings forecast after severe weather in the United States and an unusually high number of fires led to bigger insurance payouts in the second quarter.,topStory
CB,D/B/A Chubb Limited New,20140724,UPDATE 2-Chubb lowers earnings forecast as insurance payouts rise ,* Shares fall about 3.5 pct   (Adds comments from conference call),normal
CB,D/B/A Chubb Limited New,20140724,Chubb profit falls about 14 pct ,July 24 Property and casualty insurer Chubb Corp's quarterly profit fell about 14 percent due to higher catastrophe losses.,normal
DAL,Delta Air Lines Inc,20140724,Delta drops BP fuel contract early at airline's Trainer refinery ,NEW YORK Delta Air Lines Inc  has severed a multi-year contract with BP  to exchange refined fuels from Delta's Trainer refinery for more jet fuel  the company said on Thursday.,topStory
DAL,Delta Air Lines Inc,20140724,Delta drops BP fuel contract early at airline's Trainer refinery ,NEW YORK  July 24 Delta Air Lines Inc  has severed a multi-year contract with BP to exchange refined fuels from Delta's Trainer refinery for more jet fuel  the company said on Thursday.,normal
DAL,Delta Air Lines Inc,20140724,Delta Air Lines to resume Tel Aviv flights Thursday ,Delta Air Lines said on Thursday it plans to resume service to Ben Gurion International Airport in Tel Aviv two days after halting flights amid hostilities in the region.,normal
DAL,Delta Air Lines Inc,20140724,Delta Air Lines to resume Tel Aviv flights Thursday ,July 24 Delta Air Lines said on Thursday it plans to resume service to Ben Gurion International Airport in Tel Aviv two days after halting flights amid hostilities in the region.,normal
DAL,Delta Air Lines Inc,20140724,BRIEF-Delta to resume Tel Aviv service Thursday ,July 24 Delta Air Lines Inc :  * Carrier says in statement it plans to resume its once-daily service to Ben Gurion International Airport in Tel Aviv starting with Flight 468 from New,normal
DB,Deutsche Bank AG,20140724,Deutsche Banks expands cost cutting programme -paper ,FRANKFURT  July 24 Germany's Deutsche Bank AG  is planning more cost cuts  of up to 2.5 billion euros ($3.4 billion) as it tries to boost its competitiveness  German newspaper Handelsblatt reported.,topStory
DB,Deutsche Bank AG,20140724,UPDATE 1-UK's Rathbone Bros gets asset boost from Deutsche Bank deal ,* Shares up 1.2 pct  outperform midcap index   (Combines separate stories  adds detail from both statements  analyst comment  share reaction),normal
DLB,Dolby Laboratories,20140724,Nokia appoints Haidamus as head of patent unit ,HELSINKI  July 24 Finnish telecoms gear maker Nokia said on Thursday it had appointed Ramzi Haidamus from Dolby Laboratories to head Nokia's Technologies unit  which manages the company's patent portfolio.,topStory
EC,Ecopetrol SA,20140724,Colombia's Ecopetrol will not adopt STAR technology to boost oil output ,BOGOTA  July 23 Colombia's state oil company Ecopetrol will not adopt Pacific Rubiales Energy Corp's  STAR technology to extract heavy crude more efficiently  Ecopetrol said in a regulatory filing on Wednesday.,topStory
LLY,Eli Lilly and Company,20140724,Lilly beats forecasts  vows to remain independent ,Eli Lilly and Co's  quarterly revenue plunged due to generic competition for its Cymbalta depression drug and its Evista osteoporosis treatment  but cost controls helped earnings beat forecasts.,topStory
LLY,Eli Lilly and Company,20140724,BRIEF-Lilly says would not pursue tax inversions as "primary driver" of potential deals ,July 24 Eli Lilly and Co :  * CFO  in conference call with investors  says company would not pursue tax inversions as "primary driver" of any,normal
LLY,Eli Lilly and Company,20140724,CORRECTED-UPDATE 2-Lilly beats forecasts  vows to remain independent ,(Corrects 10th paragraph to show Pfizer bought Warner Lambert  Pharmacia and Wyeth (not Pfizer),normal
ECA,Encana Corporation,20140724,UPDATE 2-Encana oil production rise offsets profit fall on weak natgas ,(Releads  adds quotes  detail on asset sales and acquisitions),topStory
ECA,Encana Corporation,20140724,CANADA STOCKS-TSX edges higher as Potash  Teck offset weak golds and oils ,* TSX up 2.50 points  or 0.02 percent  at 15 396.88     * Energy producers and gold miners weaker     * Potash Corp  Teck Resources  Encana gain after results   (Adds analyst's quotes  details on market activity)     By Cameron French     TORONTO  July 24 Canada's main stock index was little changed on Thursday as weakness in energy and gold stocks undercut rises in several companies reporting quarterly results  including Potash Corp of Saskatchewan and Teck Resources.     With the T,normal
ECA,Encana Corporation,20140724,Encana's operating profit falls 31 pct ,July 24 Encana Corp  Canada's largest natural-gas producer  said its operating profit fell 31 percent in the second quarter  hurt by lower gas production and prices.,normal
EQT,EQT Corporation,20140724,BRIEF-EQT buys compliance and integrity service provider Dataflow ,STOCKHOLM  July 24 INVESTOR AB :  * The EQT Mid Market fund acquires majority stake in compliance and integrity service provider Dataflow Verification Services Limited headquartered in Hong Kong,topStory
F,Ford Motor Company,20140724,GM  Ford hopeful of European rebound despite Ukraine  Russia ,FRANKFURT/DETROIT Ford Motor Co and General Motors Co said on Thursday the crisis in Ukraine has exacerbated a sales slowdown in Russia  but the carmakers said they were on track to turn around their European operations after years of economic instability on the Continent.,topStory
F,Ford Motor Company,20140724,Ford's profit tops expectations  recall-hit GM misses ,DETROIT Ford Motor Co one-upped its larger rival General Motors Co in the second quarter  showing a profit in Europe for the first time in three years while GM was weighed down by recall-related costs in the United States.,normal
F,Ford Motor Company,20140724,WRAPUP 1-Ford's profit tops expectations  recall-hit GM misses ,DETROIT  July 24 Ford Motor Co one-upped its larger rival General Motors Co in the second quarter  showing a profit in Europe for the first time in three years while GM was weighed down by recall-related costs in the United States.,normal
F,Ford Motor Company,20140724,US STOCKS-Wall St flat as Caterpillar offsets Facebook ,* Caterpillar weighs on Dow  Facebook hits record on results,normal
F,Ford Motor Company,20140724,US STOCKS-Results  jobs data buoy Wall St  S&P eyes 2 000 ,* Indexes: Dow  S&P flat; Nasdaq off 0.1 pct   (Updates to morning trading  adds data  comment),normal
F,Ford Motor Company,20140724,UPDATE 2-Record N. America profit boosts Ford results; shares rise ,DEARBORN  Mich.  July 24 Ford Motor Co  reported second-quarter operating earnings that beat expectations thanks to record profit in North America  boosting its shares more than 1 percent in early trading.,normal
F,Ford Motor Company,20140724,US STOCKS-Wall Street to open up  lifted by earnings  data ,* Futures up: Dow 23 pts  S&P 3 pts  Nasdaq 10 pts   (Updates prices  adds data),normal
F,Ford Motor Company,20140724,BRIEF-Ford Motor Q2 earnings per share $0.32 ,* Q2 net income $1.3 billion  or 32 cents per share; Q2 earnings per share excluding one-time items $0.40,normal
F,Ford Motor Company,20140724,US STOCKS-Earnings  overseas data lift futures ,NEW YORK  July 24 U.S. stock index futures rose on Thursday  following a record close on the S&P 500 index  lifted by strong data overseas and better than forecast results from Facebook.,normal
F,Ford Motor Company,20140724,Ford profit beats expectations  sets record for N. America ,DEARBORN  Mich.  July 24 Ford Motor Co's  operating earnings for the second quarter beat Wall Street expectations as better-than-expected profit in North America and Europe countered weaker results than expected in Asia Pacific and South America.,normal
FCX,Freeport-McMoran Inc,20140724,Indonesia offers tax cut to miners  Freeport to soon resume exports ,JAKARTA Indonesia has offered mining companies a tax concession to end a six-month dispute that has reduced mineral exports by half a billion dollars a month  pushed up the global price of some metals and led to thousands of layoffs.,topStory
FCX,Freeport-McMoran Inc,20140724,UPDATE 4-Indonesia offers tax cut to miners  Freeport to soon resume exports ,* Concentrate export tax cut to below 10 pct from 20-25 pct,normal
FCX,Freeport-McMoran Inc,20140724,Indonesia to allow Freeport to resume copper concentrate exports-official ,JAKARTA  July 24 Indonesia is expected to issue U.S. mining giant Freeport-McMoRan Copper & Gold with a government permit to resume exporting copper concentrates in one or two weeks  a mining ministry official said on Thursday.,normal
GM,General Motors Company,20140724,General Motors may put Brazil workers on paid leave: union ,SAO PAULO General Motors Co wants to put nearly a fifth of its workers at a factory in Brazil on paid leave  an auto workers union said on Thursday  amid falling output in Latin America's largest economy.,topStory
GM,General Motors Company,20140724,General Motors may put Brazil workers on paid leave -union ,SAO PAULO  July 24 General Motors Co  wants to put nearly a fifth of its workers at a factory in Brazil on paid leave  an auto workers union said on Thursday  amid falling output in Latin America's largest economy.,normal
GM,General Motors Company,20140724,GM  Ford hopeful of European rebound despite Ukraine  Russia ,FRANKFURT/DETROIT Ford Motor Co and General Motors Co said on Thursday the crisis in Ukraine has exacerbated a sales slowdown in Russia  but the carmakers said they were on track to turn around their European operations after years of economic instability on the Continent.,normal
GM,General Motors Company,20140724,WRAPUP 1-Ford's profit tops expectations  recall-hit GM misses ,DETROIT  July 24 Ford Motor Co one-upped its larger rival General Motors Co in the second quarter  showing a profit in Europe for the first time in three years while GM was weighed down by recall-related costs in the United States.,normal
GM,General Motors Company,20140724,US STOCKS-Wall St flat as Caterpillar offsets Facebook ,* Caterpillar weighs on Dow  Facebook hits record on results,normal
GM,General Motors Company,20140724,GM's profit falls on recall costs  victims' compensation fund ,DETROIT General Motors Co  reported a much lower second-quarter profit on Thursday due to numerous recalls and the expected cost of at least $400 million for a compensation fund for those killed or injured by a defective ignition switch linked to at least 13 deaths. | Video ,normal
GM,General Motors Company,20140724,UPDATE 3-GM's profit falls on recall costs  victims' compensation fund ,DETROIT  July 24 General Motors Co  reported a much lower second-quarter profit on Thursday due to numerous recalls and the expected cost of at least $400 million for a compensation fund for those killed or injured by a defective ignition switch linked to at least 13 deaths.,normal
GM,General Motors Company,20140724,BRIEF-CEO believes GM has addressed the major outstanding recall issues ,DETROIT  July 24 General Motors Co CEO Mary Barra on conference call:  * CEO Barra says believes company has addressed the major outstanding recall,normal
GM,General Motors Company,20140724,GM's profit falls on recall costs  victims' compensation fund ,DETROIT  July 24 General Motors Co  reported a lower second-quarter profit on Thursday due to numerous recalls and the expected cost of at least $400 million for its victims' compensation fund for those killed or injured by a defective ignition switch linked to at least 13 deaths.,normal
GM,General Motors Company,20140724,GM Korea could make next-gen Cruze if union calls off strike ,SEOUL  July 24 General Motors Co's South Korean subsidiary on Thursday said it has told its employee union that the U.S. carmaker could consider making the next-generation Chevrolet Cruze in South Korea if the union calls off a wage-related strike.,normal
GSK,GlaxoSmithKline PLC,20140724,Exclusive: Allegations of GSK corruption spread to Syria ,LONDON GlaxoSmithKline  faces new allegations of corruption  this time in Syria  where the drugmaker and its distributor have been accused of paying bribes to secure business  according to a whistleblower's email reviewed by Reuters.,topStory
GSK,GlaxoSmithKline PLC,20140724,GSK seeks approval for world's first malaria vaccine ,LONDON GlaxoSmithKline  said on Thursday it is applying for regulatory approval for the world's first vaccine against malaria  designed for children in Africa.,normal
GSK,GlaxoSmithKline PLC,20140724,UPDATE 2-GSK seeks approval for world's first malaria vaccine ,* Mosquito-borne malaria kills over 600 000 people a year,normal
GSK,GlaxoSmithKline PLC,20140724,Atox Bio raises $23 million to fund flesh-eating bacteria treatment ,TEL AVIV Israel-based Atox Bio  a developer of therapeutics for severe infections  said on Thursday it has raised $23 million in an investment round led by SR One  the healthcare venture capital fund of GlaxoSmithKline.,normal
GSK,GlaxoSmithKline PLC,20140724,BRIEF-GSK makes regulatory submission to EU for malaria vaccine candidate ,* Gsk announces eu regulatory submission for  malaria vaccine candidate rts s,normal
GSK,GlaxoSmithKline PLC,20140724,Atox Bio raises $23 mln to fund flesh-eating bacteria treatment ,TEL AVIV  July 24 Israel-based Atox Bio  a developer of therapeutics for severe infections  said on Thursday it has raised $23 million in an investment round led by SR One  the healthcare venture capital fund of GlaxoSmithKline .,normal
GSK,GlaxoSmithKline PLC,20140724,GSK seeks approval for world's first malaria vaccine ,LONDON  July 24 GlaxoSmithKline is applying for regulatory approval for the world's first vaccine against malaria  designed for use in children in Africa.,normal
HSY,Hershey Company (The),20140724,Hershey warns of sticker shock from chocolate price hike ,NEW YORK Hershey Co  one of the world's best known names in chocolate  expects its first price hike in three years to crimp short term sales  but over the long haul the popularity of chocolate will prevail  the company's chief executive said on Thursday.,topStory
HSY,Hershey Company (The),20140724,Hershey warns of sticker shock from chocolate price hike ,NEW YORK  July 24 Hershey Co  one of the world's best known names in chocolate  expects its first price hike in three years to crimp short term sales  but over the long haul the popularity of chocolate will prevail  the company's chief executive said on Thursday.,normal
