ACHC,Acadia Healthcare Company Inc,20121205,TEXT-S&P puts Acadia Healthcare 'B-' notes rating on watch negative ,Overview      -- U.S. behavioral health care provider Acadia Healthcare Co. Inc.  plans to acquire two behavioral health care companies with a total purchase price of about $260 million.      -- We expect the transaction to be financed with close to $200 million of  equity  following their proposed offering  with the remainder financed with  new debt.       -- We are affirming our 'B' corporate credit rating as a result of the  planned acquisition. We are placing the 'B-' issue-level rating on t,topStory
SBUX,Starbucks Corporation,20121205,Starbucks sees more than 3 000 new Americas stores ,NEW YORK  Dec 5 Starbucks Corp intends to open at least 3 000 net new stores in the Americas region by 2017  the company said on Wednesday.,normal
SBUX,Starbucks Corporation,20121205,Acquisitions in focus at Starbucks' investor meeting ,Dec 5 Starbucks Corp is expected to outline plans to turn recent juice  tea and bakery acquisitions into bigger profits for its non-coffee operations at an investor conference in New York on Wednesday.,normal
SNPS,Synopsys Inc,20121205,BRIEF-Synopsys shares up 1.9 pct after the bell following results ,NEW YORK  Dec 5 Synopsys Inc :  * Shares were up 1.9 percent after the bell following the release of its results.,topStory
CG,The Carlyle Group LP,20121205,TEXT-S&P assigns Clipper Acquisitions prelim 'BB+' rating ,Overview      -- On Aug. 9  an affiliate of The Carlyle Group  in partnership with TCW management  signed a definitive agreement to create a newly formed entity   Clipper Acquisitions Corp.      -- Clipper will then acquire 100% of TCW Group Inc. The transaction is  expected to close on Dec. 31  2012.      -- We are assigning a preliminary 'BB+' counterparty credit rating on  Clipper and a preliminary 'BB+' issue-level rating on the company's proposed  senior secured term loan.       -- The outl,topStory
TCGP,The Carlyle Group LP,20121205,TEXT-S&P assigns Clipper Acquisitions prelim 'BB+' rating ,Overview      -- On Aug. 9  an affiliate of The Carlyle Group  in partnership with TCW management  signed a definitive agreement to create a newly formed entity   Clipper Acquisitions Corp.      -- Clipper will then acquire 100% of TCW Group Inc. The transaction is  expected to close on Dec. 31  2012.      -- We are assigning a preliminary 'BB+' counterparty credit rating on  Clipper and a preliminary 'BB+' issue-level rating on the company's proposed  senior secured term loan.       -- The outl,topStory
VIA,Viacom Inc,20121205,A Minute With: Scottish DJ Calvin Harris hits big time in U.S ,LOS ANGELES Scottish DJ Calvin Harris may not be the most recognizable face in the U.S. music scene  but after writing Rihanna's biggest chart hit and with two other top 20 singles  Harris is fast becoming a chart staple.,topStory
VIAB,Viacom Inc,20121205,A Minute With: Scottish DJ Calvin Harris hits big time in U.S ,LOS ANGELES Scottish DJ Calvin Harris may not be the most recognizable face in the U.S. music scene  but after writing Rihanna's biggest chart hit and with two other top 20 singles  Harris is fast becoming a chart staple.,topStory
ZGNX,Zogenix Inc,20121205,FDA staff says Zogenix painkiller has abuse risks ,Drug reviewers said a painkiller developed by Zogenix Inc could possibly be abused more than currently available hydrocodone combination products.,topStory
ABT,Abbott Laboratories,20121205,TEXT-Fitch affirms Abbott Laboratories 'A+' ratings ,Dec 5 - Fitch Ratings has affirmed Abbott Laboratories' (ABT/Abbott) long-term ratings at 'A+'  and removed the Negative Ratings Watch. The Rating Outlook is Stable.  Fitch has also affirmed ABT's short-term ratings at 'F1'. A full list of ABT's ratings follows at the end of this release  and the ratings apply to approximately $16.3 billion of debt outstanding as of Sep. 30  2012.  THE RATINGS REFLECT THE FOLLOWING FACTORS:  --Fitch believes the AbbVie Inc. (AbbVie) spinoff is strategically soun,topStory
AEB,Aegon NV,20121205,Aegon buys Ukraine life insurer Fidem ,AMSTERDAM  Dec 5 Dutch insurer Aegon said on Wednesday it has agreed to buy Ukrainian insurance company Fidem Life to strengthen its position in the developing central and Eastern European markets.,topStory
AED,Aegon NV,20121205,Aegon buys Ukraine life insurer Fidem ,AMSTERDAM  Dec 5 Dutch insurer Aegon said on Wednesday it has agreed to buy Ukrainian insurance company Fidem Life to strengthen its position in the developing central and Eastern European markets.,topStory
AEG,Aegon NV,20121205,Aegon buys Ukraine life insurer Fidem ,AMSTERDAM  Dec 5 Dutch insurer Aegon said on Wednesday it has agreed to buy Ukrainian insurance company Fidem Life to strengthen its position in the developing central and Eastern European markets.,topStory
AEH,Aegon NV,20121205,Aegon buys Ukraine life insurer Fidem ,AMSTERDAM  Dec 5 Dutch insurer Aegon said on Wednesday it has agreed to buy Ukrainian insurance company Fidem Life to strengthen its position in the developing central and Eastern European markets.,topStory
AEK,Aegon NV,20121205,Aegon buys Ukraine life insurer Fidem ,AMSTERDAM  Dec 5 Dutch insurer Aegon said on Wednesday it has agreed to buy Ukrainian insurance company Fidem Life to strengthen its position in the developing central and Eastern European markets.,topStory
ARW,Arrow Electronics Inc,20121205,TEXT-Fitch affirms Arrow Electronics IDR at 'BBB-' ,Dec 5 - Fitch Ratings has affirmed the ratings for Arrow Electronics  Inc.  (Arrow) as follows:  --Issuer Default Rating (IDR) at 'BBB-'; --Senior unsecured notes at 'BBB-'; --Senior unsecured bank credit facility at 'BBB-'.  The Rating Outlook is Stable.  Fitch's stable outlook for IT distributors in 2013 reflects the companies' strong liquidity and countercyclical cash flows  which help offset Fitch's expectations for a difficult competitive environment and softening end market demand. Fitch's,topStory
T,AT&T Inc,20121205,AT&T raises 2012 smartphone sales target ,AT&T Inc raised its 2012 smartphone sales target to 26 million from 25 million on strong demand so far this quarter.,topStory
T,AT&T Inc,20121205,UPDATE 1-AT&T raises 2012 smartphone sales target ,Dec 5 AT&T Inc raised its 2012 smartphone sales target to 26 million from 25 million on strong demand so far this quarter.,normal
T,AT&T Inc,20121205,AT&T raises 2012 smartphone sales target ,Dec 5 AT&T Inc raised its 2012 smartphone sales target to 26 million from 25 million on strong demand so far this quarter.,normal
ALV,Autoliv Inc,20121205,BRIEF-AUTOLIV expands in Indonesia ,STOCKHOLM  Dec 5 Autoliv Inc :  * Expands in Indonesia  * Says the new plant will enable the company to grow its sales in Indonesia,topStory
AVB,AvalonBay Communities Inc,20121205,New Issue-AvalonBay sells $250 mln in notes ,Dec 5 AvalonBay Communities Inc on Wednesday sold $250 million of senior notes  said IFR  a Thomson Reuters service.      Goldman Sachs was the sole bookrunning manager for the sale.  BORROWER: AVALONBAY  AMT $250 MLN    COUPON 2.85 PCT    MATURITY    03/15/2023    TYPE SR NTS     ISS PRICE 99.22    FIRST PAY   03/15/2013  MOODY'S Baa1    YIELD 2.939 PCT    SETTLEMENT  12/14/2012    S&P BBB-PLUS    SPREAD 135 BPS     PAY FREQ    SEMI-ANNUAL FITCH N/A        MORE THAN TREAS   NON-CALL,topStory
AVT,Avnet Inc,20121205,TEXT-Fitch affirms Avnet's ratings at 'BBB-' ,Dec 5 - Fitch Ratings has affirmed the ratings for Avnet  Inc. (Avnet) as follows:  --Issuer Default Rating (IDR) at 'BBB-';  --Senior unsecured bank credit facility at 'BBB-';  --Senior unsecured notes at 'BBB-'.  The Rating Outlook is Stable.  Fitch's stable outlook for IT distributors in 2013 reflects the companies'  strong liquidity and countercyclical cash flows which help offset Fitch's  expectations for a difficult competitive environment and softening end market  demand. Fitch's base sce,topStory
BSAC,Banco Santander Chile,20121205,TEXT-S&P rates Banco Santander-Chile notes 'A' ,Dec 5 - Standard & Poor's Ratings Services said today it assigned its 'A' issue rating to Banco Santander-Chile S.A.'s (BSCh; A/Negative/A-1) Chinese Renminbi (CNY) 500 million 3.75% senior unsecured fixed notes due Nov. 26  2014.  "The rating on proposed notes reflect their pari passu ranking to the bank's  other senior unsecured debt obligations  and as such it is the same as the  bank's long-term issuer credit rating " said Standard & Poor's credit analyst  Arturo Sanchez. The bank will use t,topStory
BAC,Bank of America Corporation,20121205,DIARY-U.S. MEETINGS / DAY AHEAD ,THOMSON REUTERS  Corporate Meetings for US Companies for Wednesday  December 5  2012.       S&P 500 Earnings - Weekly           S&P 500 Earnings - Day Ahead        Non S&P 500 - Weekly               Non S&P 500 - Day Ahead             ConferenceCall/Webcast - Weekly    ConferenceCall/Webcast - Day        Meetings - Weekly                   S&P 500 Earnings - Monthly          Economic Indicators                  Dividends                           Daily earnings hits & misses         Federal Rese,topStory
BCS,Barclays PLC,20121205,US Justice Dept expands probe into Saudi bank licenses -source ,WASHINGTON  Dec 5 A U.S. investigation into whether Barclays Plc paid bribes to win a banking license in Saudi Arabia has spread to other banks that operate in the region  according to a person familiar with the matter.,topStory
BCS,Barclays PLC,20121205,Mickelson to start 2013 PGA Tour season at La Quinta ,Four-times major champion Phil Mickelson will launch his 2013 PGA Tour campaign at next month's Humana Challenge in La Quinta  California  tournament organizers said on Wednesday.,normal
BCS,Barclays PLC,20121205,STOCKS NEWS EUROPE-Morgan Stanley focuses on cheap banks ,Morgan Stanley says its focus is on a few cheap banks where it sees strong earnings power in their core franchises and reasonable odds that they can accelerate restructuring  exit non-core assets effectively and start to pay good dividends.,normal
BCS,Barclays PLC,20121205,Scott tries regular putter but going back to broomstick ,SYDNEY Adam Scott will probably go back to using a broomstick putter at this week's Australian Open after "messing around" with a shorter club in practice  the world number seven said on Wednesday.,normal
BAX,Baxter International Inc,20121205,TEXT-Fitch my cut Baxter International 'A'/'F1' ratings ,Dec 5 - Fitch Ratings has placed Baxter International Inc.'s  (Baxter; NYSE: BAX) long-term and short-term ratings on Negative Watch  following its announced agreement to acquire Gambro AB (Gambro). Fitch expects to resolve the Watch upon completion of the transaction and believes a one-notch downgrade is likely. A full list of the ratings follows at the end of this press release.  The rating action reflects the following factors:  --The anticipated acquisition of Gambro AB will significantly in,topStory
BIG,Big Lots Inc,20121205,Big Lots says SEC didn't contact it on CEO's stock sale ,Big Lots Inc said on Wednesday that U.S. securities regulators had not contacted the close-out retailer and its chief executive officer about his $10 million stock sale ahead of negative news on the company.,topStory
BIG,Big Lots Inc,20121205,UPDATE 1-Big Lots says SEC didn't contact it on CEO's stock sale ,Dec 5 Big Lots Inc said on Wednesday that U.S. securities regulators had not contacted the close-out retailer and its chief executive officer about his $10 million stock sale ahead of negative news on the company.,normal
BIG,Big Lots Inc,20121205,Big Lots says SEC didn't contact it on CEO's stock sale ,Dec 5 Close-out retailer Big Lots Inc  said Wednesday the company had not been contacted by U.S. securities regulators about a $10 million stock sale by CEO Steven Fishman ahead of negative news on the company  though a spokesman couldn't say if Fishman had been contacted.,normal
BIG,Big Lots Inc,20121205,Big Lots CEO under SEC scanner for $10 million March stock sale: WSJ ,The U.S. securities regulator is investigating a $10 million stock sale in March by Steven Fishman  chief executive of close-out retailer Big Lots Inc  who announced his retirement on Tuesday  the Wall Street Journal reported  citing a person familiar with the inquiry.,normal
BIG,Big Lots Inc,20121205,Big Lots CEO under SEC scanner for $10 mln March stock sale - WSJ ,Dec 4 The U.S. securities regulator is investigating a $10 million stock sale in March by Steven Fishman  chief executive of close-out retailer Big Lots Inc   who announced his retirement on Tuesday  the Wall Street Journal reported  citing a person familiar with the inquiry.,normal
BLK,BlackRock Inc,20121205,BlackRock cuts stake in Man Group below 5 percent ,LONDON BlackRock has cut its stake in Man Group by almost half to below 5 percent  regulatory statements showed on Tuesday  just as the embattled hedge fund firm tries to reverse its fortunes.,topStory
BA,Boeing Company (The),20121205,Boeing 787 fuel leak prompts mandatory safety checks ,WASHINGTON The U.S. Federal Aviation Administration confirmed Wednesday it is requiring inspection of Boeing Co's new 787 Dreamliners after the discovery of fuel leaks traced to a manufacturing flaw at Boeing plants.,topStory
BA,Boeing Company (The),20121205,UPDATE 1-Boeing 787 fuel leak prompts mandatory safety checks ,* Boeing says order makes mandatory checks it already urged,normal
BA,Boeing Company (The),20121205,Boeing 787 fuel leak prompts mandatory safety checks ,WASHINGTON  Dec 5 The U.S. Federal Aviation Administration confirmed Wednesday it is requiring inspection of Boeing Co's new 787 Dreamliners after discovery of fuel leaks traced to a manufacturing flaw at Boeing factories.,normal
BA,Boeing Company (The),20121205,Boeing 787 in emergency landing as inspections ordered ,NEW YORK On the same day one of its new Dreamliners made an emergency landing because of a mechanical problem  Boeing said U.S. regulators had ordered the entire fleet of 787 jets to be inspected for a possible fuel line problem.,normal
BA,Boeing Company (The),20121205,Boeing 787 in emergency landing as inspections ordered ,NEW YORK On the same day one of its new Dreamliners made an emergency landing because of a mechanical problem  Boeing said U.S. regulators had ordered the entire fleet of 787 jets to be inspected for a possible fuel line problem.,normal
BA,Boeing Company (The),20121205,UPDATE 3-Boeing 787 in emergency landing as inspections ordered ,* Japan's ANA reported fuel leak on Oct 23  says inspections completed,normal
BA,Boeing Company (The),20121205,Pentagon opens rocket launches to competition ,WASHINGTON The Pentagon has approved a plan that will allow the U.S. Air Force to buy up to 36 rocket launches for government satellites from a joint venture of Lockheed Martin Corp  and Boeing Co   while opening up to 14 launches to competition from other companies  the Air Force said on Tuesday.,normal
BA,Boeing Company (The),20121205,Pentagon opens rocket launches to competition ,WASHINGTON  Dec 4 The Pentagon has approved a plan that will allow the U.S. Air Force to buy up to 36 rocket launches for government satellites from a joint venture of Lockheed Martin Corp and Boeing Co  while opening up to 14 launches to competition from other companies  the Air Force said on Tuesday.,normal
BP,BP plc,20121205,REFILE-Northern Canada eyes BP oil spill technology ,CALGARY  Alberta  Dec 5 Canada's Northwest Territories is studying oil well monitoring techology used by BP Plc in the Gulf of Mexico following its 2010 oil spill there in hopes that it can be applied to Arctic wells  the Territories' industry minister said on Wednesday.,topStory
FUN,Cedar Fair LP,20121205,Exclusive: How Wal-Mart got a foot in the door of India's retail market ,MUMBAI Wal-Mart Stores Inc  prepared its entry into India's supermarket sector in 2010 with a $100 million investment into a consultancy with no employees  no profits and a scant $14 000 in revenue.,topStory
FUN,Cedar Fair LP,20121205,EXCLUSIVE-How Wal-Mart got a foot in the door of India's retail market ,MUMBAI  Dec 5 Wal-Mart Stores Inc  prepared its entry into India's supermarket sector in 2010 with a $100 million investment into a consultancy with no employees  no profits and a scant $14 000 in revenue.,normal
CVX,Chevron Corporation,20121205,UPDATE 2-Chevron adds $15 bln to Gorgon LNG project cost estimate ,Dec 5 Chevron Corp added $15 billion to the cost of the Gorgon liquefied natural gas (LNG) export complex  as the U.S. oil company's largest single development joins a growing list of Australian LNG projects to run over budget.,topStory
CVX,Chevron Corporation,20121205,Chevron adds $15 bln to estimated Gorgon project cost ,Dec 5 Chevron Corp added $15 billion to the cost of the Gorgon liquefied natural gas (LNG) export complex  as the U.S. oil company's largest single development joins a growing list of Australian LNG projects to run over budget.,normal
CHL,China Mobile (Hong Kong) Ltd,20121205,Nokia's Lumia deal with China Mobile raises hopes ,HELSINKI Nokia is to partner with China Mobile  the world's biggest mobile operator  in a sales deal that will give the Finnish company an opportunity to win back Chinese market share from Apple's iPhone.,topStory
CHL,China Mobile (Hong Kong) Ltd,20121205,UPDATE 3-Nokia's Lumia deal with China Mobile raises hopes ,* Nokia shares up 8.7 percent   (Adds analyst comments  updates share reaction),normal
CHL,China Mobile (Hong Kong) Ltd,20121205,BRIEF-Nokia shares rise after China Mobile deal ,HELSINKI  Dec 5 Nokia Oyj :  * Shares rise 4.5 percent (Reporting by Helsinki Newsroom),normal
CHL,China Mobile (Hong Kong) Ltd,20121205,Nokia to launch a new Lumia phone with China Mobile ,HELSINKI  Dec 5 Nokia will launch a version of its flagship Lumia smartphone tailored for Chinese market  the Finnish company said on Wednesday.,normal
ZNH,China Southern Airlines Company Limited,20121205,China Southern seals $1.9 billion deal to buy 10 Airbus planes ,HONG KONG China Southern Airlines Co Ltd     the country's largest carrier by fleet size  has agreed to buy 10 Airbus  A330-300 aircraft for about $1.9 billion  to be delivered in stages from 2014 to 2016.,topStory
ZNH,China Southern Airlines Company Limited,20121205,UPDATE 1-China Southern seals $1.9 bln deal to buy 10 Airbus planes ,HONG KONG  Dec 5 China Southern Airlines Co Ltd     the country's largest carrier by fleet size  has agreed to buy 10 Airbus A330-300 aircraft for about $1.9 billion  to be delivered in stages from 2014 to 2016.,normal
C,Citigroup Inc,20121205,Citigroup cutting 11 000 jobs  taking $1 billion in charges ,Citigroup Inc said it is cutting 11 000 jobs worldwide  delivering the first of what investors expect to be a new series of steps to shrink the bank down to a more manageable and profitable size. | Video ,topStory
C,Citigroup Inc,20121205,UPDATE 4-Citigroup cutting 11 000 jobs  taking $1 bln in charges ,* Cuts include technology and support jobs around the world,normal
C,Citigroup Inc,20121205,BRIEF-Citigroup MOVING WORK TO LOWER-COST LOCATIONS ,Dec 5 Citigroup Inc :  * CFO John Gerspach says bank is pursuing "simple back-to-basics model"  * Gerspach: Citi is "highly" focused on winding down Citi holdings in,normal
C,Citigroup Inc,20121205,TEXT-Fitch: no ratings impact from Citigroup repositioning actions ,Dec 5 - Citigroup (Citi) announced it would take a $1 billion pretax charge in fourth-quarter 2012 related to various repositioning actions  including the reduction of more than 11 000 positions  or roughly 4% of the company's total workforce. The approximately $1 billion charge is manageable  in the context of core adjusted preprovision earnings (averaging around $7 billion per quarter)  and in line with the company's ongoing efforts to streamline operations. There is no impact on the bank's cr,normal
C,Citigroup Inc,20121205,Factbox: Where Citigroup is cutting jobs ,Citigroup Inc said it is cutting 11 000 jobs worldwide  about 4 percent of its staff  to save as much as $1.1 billion a year in expenses.,normal
C,Citigroup Inc,20121205,Citigroup says plans sale of Turkish retail banking business ,ISTANBUL Citigroup is looking at the possible sale of its consumer banking business in Turkey  leaving it to focus on corporate and commercial banking in the country  its local unit said on Wednesday.,normal
C,Citigroup Inc,20121205,UPDATE 1-Citigroup says plans sale of Turkish retail banking business ,ISTANBUL  Dec 5 Citigroup is looking at the possible sale of its consumer banking business in Turkey  leaving it to focus on corporate and commercial banking in the country  its local unit said on Wednesday.,normal
C,Citigroup Inc,20121205,Citi in talks to sell Turkey consumer arm -source ,LONDON  Dec 5 Citigroup has started a sale process for its consumer banking operations in Turkey and has held talks on a possible deal  a person familiar with the matter said.,normal
C,Citigroup Inc,20121205,Citigroup says plans sale of Turkish retail banking business ,ISTANBUL Citigroup is evaluating options for the sale of its retail banking business in Turkey and will focus on corporate and commercial banking in the country going forward  its Turkish unit said on Wednesday.,normal
C,Citigroup Inc,20121205,Citigroup says plans sale of Turkish retail banking business ,ISTANBUL  Dec 5 Citigroup is evaluating options for the sale of its retail banking business in Turkey and will focus on corporate and commercial banking in the country going forward  its Turkish unit said on Wednesday.,normal
CEO,CNOOC Limited,20121205,UPDATE 3-Canada says deadline on CNOOC bid ruling could be delayed ,OTTAWA  Dec 5 Canadian Industry Minister Christian Paradis surprised markets on Wednesday by saying the Dec. 10 deadline for ruling on a bid by China's CNOOC Ltd  for energy company Nexen Inc could be extended  comments that nudged Nexen's shares lower.,topStory
CEO,CNOOC Limited,20121205,UPDATE 1-Canada minister says CNOOC deadline could be extended ,OTTAWA  Dec 5 Canadian Industry Minister Christian Paradis on Monday acknowledged the possibility of extending the Dec. 10 deadline for deciding on CNOOC Ltd's  bid for Nexen Inc  but said he was not trying to send a signal on the deal.,normal
CEO,CNOOC Limited,20121205,Canada minister says CNOOC deadline could be extended ,OTTAWA  Dec 5 Canadian Industry Minister Christian Paradis on Monday acknowledged the possibility of extending the Dec. 10 deadline for deciding on CNOOC Ltd's  bid for Nexen Inc but said he was not trying to send a signal on the deal.,normal
CZZ,Cosan Limited,20121205,UPDATE 1-Brazil regulator approves Cosan  Shell partnership ,SAO PAULO  Dec 5 Brazil's antitrust regulator approved a joint venture between the sugar  ethanol and fuel distribution assets of milling group Cosan SA and Royal Dutch Shell Plc on Wednesday.,topStory
DB,Deutsche Bank AG,20121205,Ex-Deutsche Bank employees say bank hid $12 billion in losses: FT ,LONDON Three former Deutsche Bank  employees have filed complaints with the U.S. securities regulators claiming the bank failed to recognize up to $12 billion of unrealized losses during the financial crisis  the Financial Times reported on Tuesday.,topStory
DB,Deutsche Bank AG,20121205,Ex-Deutsche Bank employees say bank hid $12 bln in losses-FT ,LONDON  Dec 5 Three former Deutsche Bank  employees have filed complaints with the U.S. securities regulators claiming the bank failed to recognize up to $12 billion of unrealized losses during the financial crisis  the Financial Times reported on Tuesday.,normal
DB,Deutsche Bank AG,20121205,BHF Bank top forecaster in November Reuters FX poll ,BANGALORE BHF Bank's call that the euro and sterling would not move much but that the yen would weaken last month earned it most accurate forecaster in the November Reuters foreign exchange poll.,normal
DB,Deutsche Bank AG,20121205,UPDATE 1-German real estate firm LEG picks banks for IPO-sources ,* IPO may value company at close to 5 bln euros - sources,normal
DEO,Diageo plc,20121205,Diageo says would be interested in buying out Ketel One ,LONDON Spirits group Diageo Plc  said it would consider buying out the 50 percent of premium vodka brand Ketel One it does not already own if it came on the market.,topStory
DEO,Diageo plc,20121205,Diageo says would be interested in buying out Ketel One ,LONDON  Dec 5 Spirits group Diageo Plc  said it would consider buying out the 50 percent of premium vodka brand Ketel One it does not already own if it came on the market.,normal
LLY,Eli Lilly and Company,20121205,India's Strides Arcolab  Eli Lilly in generic cancer drug tie-up ,MUMBAI India's Strides Arcolab and Eli Lilly will jointly manufacture and distribute generic cancer drugs for developing markets  the drugmakers said on Wednesday  as the U.S. company looks to expand its presence in emerging markets.,topStory
LLY,Eli Lilly and Company,20121205,India's Strides Arcolab  Eli Lilly in generic cancer drug tie-up ,MUMBAI  Dec 5 India's Strides Arcolab  and Eli Lilly will jointly manufacture and distribute generic cancer drugs for developing markets  the drugmakers said on Wednesday  as the U.S. company looks to expand its presence in emerging markets.,normal
E,ENI SpA,20121205,UPDATE 1-Eni finds more gas in Mozambique ,MILAN  Dec 5 Italy's Eni announced new discoveries at its major gas field in Mozambique on Wednesday with potential for even more as it looks to Africa to boost its production.,topStory
E,ENI SpA,20121205,ENI finds 170 bln cubic meters more gas in Mozambique ,MILAN  Dec 5 Italian oil and gas major ENI  announced new gas discoveries in Mozambique on Wednesday in its Mamba Sud 2 and Coral 2 wells  adding 170 billion cubic meters to its current find.,normal
XOM,Exxon Mobil Corporation,20121205,Lukoil says no commitments made on Iraqi W.Qurna-1 project ,MOSCOW  Dec 5 Russia's Lukoil  identified by Baghdad as a favoured investor in West Qurna-1  a major oil project abandoned by Exxon  has made no commitment so far  a company official said on Wednesday  the tentative deadline date for bids.,topStory
F,Ford Motor Company,20121205,Analysis: Ford readies to revamp Lincoln yet again to save brand ,DETROIT After failing numerous times to revamp its lagging Lincoln brand  Ford Motor Co  is preparing to try yet again with a new compact crossover aimed at younger drivers looking for a finely crafted but low-key luxury car.,topStory
F,Ford Motor Company,20121205,UPDATE 1-Ford sees Brazil car market growing 2-4 pct in 2013 ,* Growth depends on economic growth  tax breaks     * Ford also sees heavy trucks market expanding in 2013       By Brad Haynes and Alberto Alerigi     SAO PAULO  Dec 5 Brazil's car market will grow between 2 percent and 4 percent in 2013  depending on the pace of economic growth and a possible extension of a tax break on automobiles  Steven Armstrong  Ford Motor Co's chief executive in Brazil  said on Wednesday.     Ford's sales are expected to grow at the same pace as the  market's,normal
F,Ford Motor Company,20121205,Ford sees Brazil car market growing 2-4 pct in 2013 ,SAO PAULO  Dec 5 Brazil's car market will grow between 2 percent and 4 percent in 2013  depending on the pace of economic growth and on a possible extension of a tax break on automobiles  said Steven Armstrong   Ford Motor Co's chief executive in Brazil.,normal
FCX,Freeport-McMoran Inc,20121205,TEXT-Fitch may cut Freeport-McMoRan Copper & Gold ratings ,Dec 5 - Fitch Ratings has placed the ratings of Freeport-McMoRan Copper & Gold Inc. (NYSE: FCX) and its subsidiary Freeport-McMoRan Corporation (FMC) formerly known as Phelps Dodge Corporation on Rating Watch Negative following its announcement that it will acquire Plains Exploration & Production Company (NYSE: PXP) and McMoRan Exploration Co. (NYSE: MMR). A full list of ratings follows this release.  The transaction is expected to give rise to $10 billion in additional borrowing and $6.9 billio,topStory
FCX,Freeport-McMoran Inc,20121205,Freeport makes $9 billion energy bet; Wall Street pans deal ,Freeport-McMoRan Copper & Gold Inc  struck a deal to buy Plains Exploration & Production Co  and McMoRan Exploration Co  for $9 billion in a bold bid to diversify into the U.S. energy sector as copper's prospects wane.,normal
FCX,Freeport-McMoran Inc,20121205,Freeport's frustrated dealmaker Adkerson strikes again ,NEW YORK Freeport McMoRan Copper & Gold Inc  Chief Executive Richard Adkerson is known for taking big risks - building his company around mines in Asia  spending nearly $26 billion to take over larger mining rival Phelps Dodge and now shelling out $9 billion to take over two oil and gas companies.,normal
FCX,Freeport-McMoran Inc,20121205,NEWSMAKER-Freeport's frustrated dealmaker Adkerson strikes again ,NEW YORK  Dec 5 Freeport McMoRan Copper & Gold Inc Chief Executive Richard Adkerson is known for taking big risks - building his company around mines in Asia  spending nearly $26 billion to take over larger mining rival Phelps Dodge and now shelling out $9 billion to take over two oil and gas companies.,normal
FCX,Freeport-McMoran Inc,20121205,UPDATE 7-Freeport makes $9 bln energy bet; Wall Street pans deal ,* Freeport to pay $6.9 bln for Plains  $2.1 bln for McMoRan,normal
FCX,Freeport-McMoran Inc,20121205,Plains CEO may see $150 million payout from Freeport-McMoRan deal ,James Flores  the chief executive of Plains Exploration & Production Co   could see a payday in excess of $150 million if Freeport-McMoRan Copper & Gold Inc's  $9 billion deal to buy Plains and McMoRan Exploration Co  moves ahead.,normal
FCX,Freeport-McMoran Inc,20121205,Plains CEO may see $150 mln payout from Freeport-McMoRan deal ,Dec 5 James Flores  the chief executive of Plains Exploration & Production Co  could see a p ayday in excess of $150 million if Freeport-McMoRan Copper & Gold Inc's $9 billion deal to buy Plains and McMoRan Exploration Co moves ahead.,normal
FCX,Freeport-McMoran Inc,20121205,Top Freeport-McMoRan shareholder slams oil and gas deal ,Dec 5 One of the largest shareholders in Freeport-McMoRan Copper & Gold slammed the company's $9 billion deal to acquire McMoRan Exploration and Plains Exploration & Production  saying Freeport management had broken shareholder trust.,normal
FCX,Freeport-McMoran Inc,20121205,Freeport-McMoRan says opinion on copper unchanged ,Dec 5 Freeport-McMoRan Copper & Gold is not diminishing its outlook on copper "in any fashion" despite a blockbuster $9 billion deal to acquire oil and gas assets  Chief Executive Richard Adkerson said on Wednesday.,normal
FCX,Freeport-McMoran Inc,20121205,Plains CEO says Freeport deal saves gas assets ,Plains Exploration & Production Co will not have to sell gas assets to fund a recent acquisition as a result of its deal to sell itself to Freeport-McMoRan Copper & Gold Inc  the chief executive of Plains said on Wednesday.,normal
GEK,General Electric Capital Corporation,20121205,TEXT-S&P rates GE Capital Corp. notes 'AA+' ,Dec 5 - Standard & Poor's Ratings Services said today that it assigned its 'AA+' rating to General Electric Capital Corp.'s (GECC; AA+/Stable/A-1+) proposed senior secured debt offering of up to $1.7 billion. The notes are secured by a first-priority interest in a pool of up to 137 aircraft along with related receivables.   We understand the company will use the proceeds for general corporate  purposes. The issue rating reflects our criteria  under which we do not rate  secured debt higher than ,topStory
GE,General Electric Company,20121205,TEXT-S&P rates GE Capital Corp. notes 'AA+' ,Dec 5 - Standard & Poor's Ratings Services said today that it assigned its 'AA+' rating to General Electric Capital Corp.'s (GECC; AA+/Stable/A-1+) proposed senior secured debt offering of up to $1.7 billion. The notes are secured by a first-priority interest in a pool of up to 137 aircraft along with related receivables.   We understand the company will use the proceeds for general corporate  purposes. The issue rating reflects our criteria  under which we do not rate  secured debt higher than ,topStory
GM,General Motors Company,20121205,GM China chief hints at GM joining forces with China's SAIC in SE Asia ,SHANGHAI General Motors Co's  new China chief downplayed concerns over the health of its relationship with Chinese partner SAIC Motor Corp  insisting they are growing closer as they look to use their business model in Southeast Asia to tap demand for no-frills cars.,topStory
GS,Goldman Sachs Group Inc (The),20121205,DIARY-U.S. MEETINGS / DAY AHEAD ,THOMSON REUTERS  Corporate Meetings for US Companies for Wednesday  December 5  2012.       S&P 500 Earnings - Weekly           S&P 500 Earnings - Day Ahead        Non S&P 500 - Weekly               Non S&P 500 - Day Ahead             ConferenceCall/Webcast - Weekly    ConferenceCall/Webcast - Day        Meetings - Weekly                   S&P 500 Earnings - Monthly          Economic Indicators                  Dividends                           Daily earnings hits & misses         Federal Rese,topStory
