AMZN,Amazoncom Inc,20151021,Ebay quarterly revenue falls 2.4 pct ,Oct 21 EBay Inc  facing intensifying competition from Amazon.com Inc as well as from traditional retailers  reported a 2.4 percent fall in revenue in its first quarterly results since the spinoff of its PayPal payments business.,topStory
GM,General Motors Company,20151021,Colorado woman trapped in car for days after wreck sues General Motors ,DENVER A Colorado woman who was trapped inside her car for six days after losing control and rolling 300 feet (90 meters) down a mountainside is suing General Motors   saying her 2009 Chevy Malibu's safety features failed  court records showed on Wednesday.,normal
GM,General Motors Company,20151021,Colorado woman trapped in car for days after wreck sues General Motors ,DENVER  Oct 21 A Colorado woman who was trapped inside her car for six days after losing control and rolling 300 feet (90 meters) down a mountainside is suing General Motors   saying her 2009 Chevy Malibu's safety features failed  court records showed on Wednesday.,normal
GM,General Motors Company,20151021,GM profit tops estimates on strong truck demand  improved China ,DETROIT General Motors Co  reported record quarterly earnings for the third quarter  as strong demand for trucks in North America and improved profit margins in China overcame declining revenues. | Video ,normal
GM,General Motors Company,20151021,UPDATE 2-GM profit tops estimates on strong truck demand  improved China ,DETROIT  Oct 21 General Motors Co  reported record quarterly earnings for the third quarter  as strong demand for trucks in North America and improved profit margins in China overcame declining revenues.,normal
GM,General Motors Company,20151021,GM's CEO says no change in diesel demand expectations due VW ,DETROIT General Motors Co  Chief Executive Officer Mary Barra said on Wednesday the company has not adjusted its expectations for diesel vehicle demand because of the Volkswagen AG  emissions scandal.,normal
GM,General Motors Company,20151021,GM's CEO says no change in diesel demand expectations due VW ,DETROIT  Oct 21 General Motors Co Chief Executive Officer Mary Barra said on Wednesday the company has not adjusted its expectations for diesel vehicle demand because of the Volkswagen AG emissions scandal.,normal
GM,General Motors Company,20151021,General Motors CFO says no end soon to challenges in Brazil ,DETROIT General Motors Co  Chief Financial Officer Chuck Stevens said on Wednesday the macroeconomic challenges in Brazil will remain in the near term but the company has "huge upside leverage once the macro situation changes" in South America's largest economy.,normal
GM,General Motors Company,20151021,General Motors CFO says no end soon to challenges in Brazil ,DETROIT  Oct 21 General Motors Co Chief Financial Officer Chuck Stevens said on Wednesday the macroeconomic challenges in Brazil will remain in the near term but the company has "huge upside leverage once the macro situation changes" in South America's largest economy.,normal
GGB,Gerdau SA,20151021,Board of Brazil steelmaker Gerdau approves plan for $1 bln loan ,RIO DE JANEIRO  Oct 21 The board of directors of Gerdau SA  Latin America's largest steelmaker  approved a plan to borrow as much as $1 billion from international banks to finance working capital  the company said Wednesday in a Brazilian securities filing.,topStory
GSK,GlaxoSmithKline PLC,20151021,Genetics help explain poor showing for GSK malaria vaccine ,LONDON Scientists have found a genetic explanation for why the world's first malaria vaccine is not very effective in protecting some African children against the deadly mosquito-borne disease.,topStory
GSK,GlaxoSmithKline PLC,20151021,Genetics help explain poor showing for GSK malaria vaccine ,LONDON  Oct 21 Scientists have found a genetic explanation for why the world's first malaria vaccine is not very effective in protecting some African children against the deadly mosquito-borne disease.,normal
GSK,GlaxoSmithKline PLC,20151021,GSK joins China trade push as UK trumpets healthcare deals ,LONDON  Oct 21 GlaxoSmithKline's chief executive is joining a new panel to promote trade between Britain and China  just over a year after the drugmaker was handed a record fine of nearly $500 million for bribing Chinese doctors.,normal
GS,Goldman Sachs Group Inc (The),20151021,Goldman adding data scientists  marketers in consumer lending push ,Goldman Sachs Group Inc  is looking to hire engineers  data scientists  operations staff  and customer service professionals as it builds up its online lending business  according to people contacted by the bank and online job postings.,topStory
GS,Goldman Sachs Group Inc (The),20151021,Goldman adding data scientists  marketers in consumer lending push ,Oct 21 Goldman Sachs Group Inc is looking to hire engineers  data scientists  operations staff  and customer service professionals as it builds up its online lending business  according to people contacted by the bank and online job postings.,normal
HDB,HDFC Bank Limited,20151021,HDFC Bank predicts stronger loan growth after Q2 shine ,MUMBAI HDFC Bank Ltd  India's second-largest private sector lender by assets  grew loans faster than expected in the second quarter as more people borrowed to buy cars and homes  making up for a slower pickup in big-ticket corporate credit.,topStory
HDB,HDFC Bank Limited,20151021,UPDATE 2-India's HDFC Bank predicts stronger loan growth after Q2 shine ,* Gross bad loans ratio eases from Q1   (Adds management comment  details),normal
HDB,HDFC Bank Limited,20151021,BRIEF-India's HDFC Bank exec says does not see asset quality deteriorating ,* Exec says getting loan refinancing proposals from companies,normal
HDB,HDFC Bank Limited,20151021,India's HDFC Bank Q2 net up a fifth  in line with estimates ,MUMBAI  Oct 21 HDFC Bank Ltd  India's second-biggest private sector lender by assets  reported on Wednesday a 20.5 percent rise in quarterly net profit  in line with analysts' estimates  on higher interest income.,normal
HLF,Herbalife LTD,20151021,UPDATE 1-Hedge fund mogul Ackman hit hard by huge Valeant bet ,BOSTON  Oct 21 Hedge fund mogul William Ackman has become one of the biggest casualties of a meltdown in pharmaceutical firm Valeant   with losses on the position amounting to roughly $1.8 billion so far this year  including more than $800 million at one point on Wednesday.,normal
HMC,Honda Motor Company Ltd,20151021,Honda Motor says plans to market partial self-driving car in 2020 ,TOKYO Honda Motor Co said on Wednesday it aims to sell a car with automated highway driving functions around 2020  joining the race to market self-driving vehicles that pits traditional automakers against tech firms like Google.,topStory
HMC,Honda Motor Company Ltd,20151021,Honda Motor says plans to market partial self-driving car in 2020 ,TOKYO  Oct 21 Honda Motor Co said on Wednesday it aims to sell a car with automated highway driving functions around 2020  joining the race to market self-driving vehicles that pits traditional automakers against tech firms like Google.,normal
HSBC,HSBC Holdings plc,20151021,Saudi poultry firm Al Watania picks HSBC as listing advisor - sources ,DUBAI  Oct 21 Saudi Arabia's Al Watania Poultry  one of the largest producers of chickens in the Middle East  has selected HSBC's Saudi Arabian unit as the financial advisor for its planned stock market flotation  sources aware of the matter said on Wednesday.,topStory
HSEA,HSBC Holdings plc,20151021,Saudi poultry firm Al Watania picks HSBC as listing advisor - sources ,DUBAI  Oct 21 Saudi Arabia's Al Watania Poultry  one of the largest producers of chickens in the Middle East  has selected HSBC's Saudi Arabian unit as the financial advisor for its planned stock market flotation  sources aware of the matter said on Wednesday.,topStory
HSEB,HSBC Holdings plc,20151021,Saudi poultry firm Al Watania picks HSBC as listing advisor - sources ,DUBAI  Oct 21 Saudi Arabia's Al Watania Poultry  one of the largest producers of chickens in the Middle East  has selected HSBC's Saudi Arabian unit as the financial advisor for its planned stock market flotation  sources aware of the matter said on Wednesday.,topStory
IBM,International Business Machines Corporation,20151021,European Factors to Watch-Shares seen edging higher ,LONDON  Oct 21 Financial spreadbetters predicted Britain's FTSE 100 to open 11 to 14 points higher  or up as much as 0.2 percent  Germany's DAX to gain about 11 points  or 0.1 percent  and France's CAC 40 to rise 10 to 11 points  or as much as 0.2 percent  on Wednesday.  ------------------------------------------------------------------------------   MARKET SNAPSHOT AT 0512 GMT:                                              LAST     PCT CHG     NET CHG  S&P 500                        ,normal
JPM,J P Morgan Chase & Co,20151021,Ex-JPMorgan traders  citing arrest risk  avoid SEC deposition in N.Y. ,Two former JPMorgan Chase & Co traders living abroad who face U.S. charges over the bank's $6.2 billion "London Whale" scandal won a bid on Wednesday to avoid sitting for a deposition in New York  where their lawyers say their arrest is likely.,topStory
JPM,J P Morgan Chase & Co,20151021,Ex-JPMorgan traders  citing arrest risk  avoid SEC deposition in N.Y ,NEW YORK Two former JPMorgan Chase & Co  traders living abroad who face U.S. charges over the bank's $6.2 billion "London Whale" scandal won a bid on Wednesday to avoid sitting for a deposition in New York  where their lawyers say their arrest is likely.,normal
JPM,J P Morgan Chase & Co,20151021,Ex-JPMorgan traders  citing arrest risk  avoid SEC deposition in N.Y. ,NEW YORK  Oct 21 Two former JPMorgan Chase & Co  traders living abroad who face U.S. charges over the bank's $6.2 billion "London Whale" scandal won a bid on Wednesday to avoid sitting for a deposition in New York  where their lawyers say their arrest is likely.,normal
JPM,J P Morgan Chase & Co,20151021,PRESS DIGEST- New York Times business news - Oct 21 ,Oct 21 The following are the top stories on the New York Times business pages. Reuters has not verified these stories and does not vouch for their accuracy.,normal
KMI,Kinder Morgan Inc,20151021,UPDATE 2-Kinder Morgan raises dividend  but sees slower growth ,Oct 21 Kinder Morgan Inc on Wednesday increased its quarterly dividend but said the payout would grow a bit slower next year as the U.S. pipeline company seeks to maintain financial flexibility in a slumping commodities market.,topStory
KMI,Kinder Morgan Inc,20151021,Kinder Morgan hikes dividend  says profit fell 43 percent ,U.S. pipeline company Kinder Morgan Inc  on Wednesday increased its quarterly dividend and said it would also pay a higher dividend in 2016.,normal
KMI,Kinder Morgan Inc,20151021,Kinder Morgan raises dividend ,Oct 21 U.S. pipeline company Kinder Morgan Inc  increased its quarterly dividend on Wednesday  to meet its full-year dividend target of $2 per share.,normal
LYG,Lloyds Banking Group Plc,20151021,Whistleblower letter backs Lloyds investor claims over HBOS purchase: lawyers ,LONDON A whistleblower has written to a group of investors suing British bank Lloyds  alleging that senior managers were aware they were over-paying for failing rival HBOS in 2008  lawyers for the investors say in a court document.,topStory
LYG,Lloyds Banking Group Plc,20151021,Whistleblower letter backs Lloyds investor claims over HBOS purchase - lawyers ,* Lloyds seeks dismissal of some allegations in High Court hearing,normal
LMT,Lockheed Martin Corporation,20151021,Lockheed Martin wins $784 million U.S. long-range radar deal: Pentagon ,WASHINGTON Lockheed Martin Corp has won a contract valued at $784 million to build a new long-range radar that the U.S. Missile Defense Agency considers "critically important" to improving its ability to protect the U.S. homeland  the Pentagon said on Wednesday.,topStory
LMT,Lockheed Martin Corporation,20151021,UPDATE 2-Lockheed Martin wins $784 mln U.S. long-range radar deal -Pentagon ,WASHINGTON  Oct 21 Lockheed Martin Corp  has won a contract valued at $784 million to build a new long-range radar that the U.S. Missile Defense Agency considers "critically important" to improving its ability to protect the U.S. homeland  the Pentagon said on Wednesday.,normal
LMT,Lockheed Martin Corporation,20151021,Lockheed Martin wins $784 mln U.S. long-range radar deal-Pentagon ,WASHINGTON  Oct 21 Lockheed Martin Corp  has won a contract valued at $784 million to build a new long-range radar for the U.S. Missile Defense Agency  the U.S. Defense Department said on Wednesday.,normal
LMT,Lockheed Martin Corporation,20151021,Work on logistics system may delay Air Force F-35 fielding: Pentagon ,WASHINGTON Final development and testing of a Lockheed Martin Corp  computer-based logistics system for the F-35 fighter jet may be delayed by 30 to 60 days  which could impede the U.S. Air Force's ability to declare its jets ready for combat by Aug. 1  the Pentagon said on Wednesday.,normal
LMT,Lockheed Martin Corporation,20151021,Work on logistics system may delay Air Force F-35 fielding -Pentagon ,WASHINGTON  Oct 21 Final development and testing of a Lockheed Martin Corp  computer-based logistics system for the F-35 fighter jet may be delayed by 30 to 60 days  which could impede the U.S. Air Force's ability to declare its jets ready for combat by Aug. 1  the Pentagon said on Wednesday.,normal
M,Macy&#39;s Inc,20151021,UPDATE 3-EBay's profit beat shows there's life after PayPal ,* Shares up 8.5 pct after-hours   (Adds details and comments from conference call),normal
MCD,McDonald&#39;s Corporation,20151021,At luxury price  McDonald's needs double-decker good news ,NEW YORK When McDonald's Corp  reports its third quarter earnings on Thursday  it will have to make good on its promise of global same-store sales growth and aim for a smaller decline in revenue if it is to hold investors who have already bid up shares to record levels this year.,topStory
MCD,McDonald&#39;s Corporation,20151021,At luxury price  McDonald's needs double-decker good news ,NEW YORK  Oct 21 When McDonald's Corp  reports its third quarter earnings on Thursday  it will have to make good on its promise of global same-store sales growth and aim for a smaller decline in revenue if it is to hold investors who have already bid up shares to record levels this year.,normal
MON,Monsanto Company,20151021,Syngenta CEO leaves in wake of Monsanto deal rejection ,ZURICH Syngenta  Chief Executive Mike Mack is stepping down as head of the Swiss agrochemicals group just two months after the company spurned a $47 billion takeover approach from U.S. rival Monsanto .,topStory
MON,Monsanto Company,20151021,UPDATE 3-Syngenta CEO leaves in wake of Monsanto deal rejection ,* Swiss company under pressure after rejecting Monsanto bid   (Adds no comment from Monsanto  link to graphic),normal
MON,Monsanto Company,20151021,Reuters Business News Schedule at 1230 GMT/0830 AM ET ,BRUSSELS - The European Commission rules that Starbucks and Fiat benefited from illegal tax deals with the Dutch and Luxembourg governments  in cases with major implications for the taxation of multinational companies. (EU-TAXAVOIDANCE/ (UPDATE 2  TV  PICTURE)  moved  by Foo Yun Chee and Philip Blenkinsop  690 words),normal
MS,Morgan Stanley,20151021,Natgas venture by ex-Morgan Stanley traders seals first deal ,Oct 20 A novel U.S. natural gas venture launched by former Morgan Stanley trading executives has secured its first major deal  allowing it to capitalize on seasonal supply shortages in pockets of the Northeast.,topStory
NBL,Noble Energy Inc,20151021,Amid Noble flap  Israel recruits U.S. oil firms ,HOUSTON Israel is working to persuade more U.S. energy companies to invest in its growing offshore fields  saying a fractious delay to Houston-based Noble Energy Inc's  massive Leviathan natural gas project will soon end if a new regulatory regime takes effect.,topStory
NBL,Noble Energy Inc,20151021,REUTERS SUMMIT-Amid Noble flap  Israel recruits U.S. oil firms ,* For other news from Reuters Commodities Summit  click on http://www.reuters.com/summit/Commodities15,normal
NOK,Nokia Corporation,20151021,BRIEF-Nokia secures all required approvals for Alcatel-Lucent deal ,* announces receipt of all required regulatory approvals to proceed with the filing of its public exchange offer for Alcatel-Lucent,topStory
OAS,Oasis Petroleum Inc,20151021,CORRECTED-Oasis moves to preserve credit line with bondholder request ,WILLISTON  N.D.  Oct 21 Oasis Petroleum Inc  said on Wednesday it has asked its bondholders to restrict its ability to take on second-lien debt  a step designed to help it maintain access to an existing credit line during the downturn in crude oil prices.,topStory
PSO,Pearson Plc,20151021,Often criticized  Valeant's unusual CEO comes under heavy fire ,Mike Pearson's methods heading one of the world's most acquisitive drugmakers have long been viewed as troubling to some  merely unorthodox to others.,topStory
PSO,Pearson Plc,20151021,NEWSMAKER-Often criticized  Valeant's unusual CEO comes under heavy fire ,Oct 21 Mike Pearson's methods heading one of the world's most acquisitive drugmakers have long been viewed as troubling to some  merely unorthodox to others.,normal
PSO,Pearson Plc,20151021,Britain's FTSE edges higher on positive company results ,* Pearson set for record one-day loss   (Updates prices  adds detail),normal
PSO,Pearson Plc,20151021,Pearson shares plunge after education publisher cuts forecasts ,LONDON Pearson  shares plunged as much as 18 percent on Wednesday after the world's biggest education publisher said earnings would be worse than expected  partly because fewer students were enrolling at U.S. colleges.,normal
PSO,Pearson Plc,20151021,UPDATE 3-Pearson shares plunge after education publisher cuts forecasts ,LONDON  Oct 21 Pearson shares plunged as much as 18 percent on Wednesday after the world's biggest education publisher said earnings would be worse than expected  partly because fewer students were enrolling at U.S. colleges.,normal
PSO,Pearson Plc,20151021,BUZZ-Pearson: the long and short of it ,** Pearson loses more than 1.5 billion GBP ($2.32 billion) in market value on Wednesday  and stock on track for its worst one-day slide ever,normal
PSO,Pearson Plc,20151021,Britain's FTSE edges higher on positive company results ,* Pearson set for record one-day loss   (Recasts  adds quotes  updates prices),normal
PSO,Pearson Plc,20151021,European shares turn higher as investors shrug off poor earnings ,MILAN/LONDON  Oct 21 European shares pared losses to turn slightly higher on Wednesday as confidence over a positive close to the year and continued central bank support helped investors absorb weak earnings news.,normal
PSO,Pearson Plc,20151021,Poor company earnings hit European shares  Pearson down 15 pct ,LONDON  Oct 21 European shares fell on Wednesday  with British education publisher Pearson  slumping after warning on its earnings and Swiss bank Credit Suisse dropping on its plans for capital hikes.,normal
PSO,Pearson Plc,20151021,Pearson slump drags Britain's FTSE lower ,LONDON  Oct 21 Britain's top share index dipped on Wednesday  hit by a drop in Pearson after it said that full-year profit would come in at the lower end of its range.,normal
PRGO,Perrigo Company,20151021,Perrigo urges judge to put Mylan offer on hold ,A lawyer for Perrigo Co on Wednesday urged a federal judge in Manhattan to stop Mylan NV from moving forward with its unsolicited offer to buy the Michigan-based drugmaker until it corrects what he called misleading statements to Perrigo shareholders.,topStory
PRGO,Perrigo Company,20151021,Perrigo urges judge to put Mylan offer on hold ,A lawyer for Perrigo Co  on Wednesday urged a federal judge in Manhattan to stop Mylan NV from moving forward with its unsolicited offer to buy the Michigan-based drugmaker until it corrects what he called misleading statements to Perrigo shareholders.,normal
PRGO,Perrigo Company,20151021,Perrigo urges judge to put Mylan offer on hold ,Oct 21 A lawyer for Perrigo Co on Wednesday urged a federal judge in Manhattan to stop Mylan NV from moving forward with its unsolicited offer to buy the Michigan-based drugmaker until it corrects what he called misleading statements to Perrigo shareholders.,normal
PLD,Prologis Inc,20151021,BRIEF-Norway's oil fund buys stake in Chicago property portfolio ,Oct 21 Norges Bank Investment Management (NBIM) said:,topStory
PUK,Prudential Public Limited Company,20151021,MOVES-Citi  Prudential  Canaccord ,Oct 21 The following financial services industry appointments were announced on Wednesday. To inform us of other job changes  email moves@thomsonreuters.com.,topStory
PUK,Prudential Public Limited Company,20151021,MOVES-Citi  Prudential  Henderson Global  Amundi ,Oct 21 The following financial services industry appointments were announced on Wednesday. To inform us of other job changes  email moves@thomsonreuters.com.,normal
PUK,Prudential Public Limited Company,20151021,CORRECTED-BRIEF-Prudential names John Foley as interim CEO of UK & Europe unit ,* Announces departure of Jackie Hunt as chief executive  Prudential UK & Europe  with immediate effect,normal
PUK,Prudential Public Limited Company,20151021,Prudential says head of UK  Europe unit leaves ,Oct 21 British insurer Prudential Plc  said Jackie Hunt  chief executive of its UK and Europe unit  would leave immediately.,normal
TGT,Target Corporation,20151021,UPDATE 3-EBay's profit beat shows there's life after PayPal ,* Shares up 8.5 pct after-hours   (Adds details and comments from conference call),normal
TNC,Tennant Company,20151021,MOVES-Canaccord appoints Blake Tennant as managing director ,Oct 21 Canadian financial services company Canaccord Genuity Group Inc said Blake Tennant joined its investment banking team as managing director-industrials and infrastructure services.,topStory
TMO,Thermo Fisher Scientific Inc,20151021,BRIEF-Thermo Fisher Scientific reports Q3 adj earnings per share $1.80 ,* Q3 adjusted earnings per share $1.80; Q3 GAAP earnings per share $1.18; Q3 revenue $4.12 billion versus $4.17 billion,topStory
TMO,Thermo Fisher Scientific Inc,20151021,Thermo Fisher profit edges past Street estimates ,Oct 21 Thermo Fisher Scientific Inc on Wednesday reported a third-quarter profit that narrowly beat Wall Street expectations and raised the low end of its full-year earnings forecast to reflect the contribution of an acquisition.,normal
TOT,Total SA,20151021,Total's trenchant new boss fits era of oil austerity ,PARIS  Oct 21 Total's boss is known as a fixer; a straight-talking cost cutter who has emerged as the right person to steer the French oil and gas company through one of the industry's worst downturns in decades.,topStory
TM,Toyota Motor Corp Ltd Ord,20151021,Toyota to recall 6.5 million cars to fix power window switch ,TOKYO Toyota Motor Corp  said on Wednesday it would recall 6.5 million vehicles globally to fix a defect in the power window switch in models including the Yaris/Vitz subcompact  Corolla  Camry and others.,topStory
TM,Toyota Motor Corp Ltd Ord,20151021,Toyota to recall 6.5 mln cars to fix power window switch ,TOKYO  Oct 21 Toyota Motor Corp said on Wednesday it would recall 6.5 million vehicles globally to fix a defect in the power window switch in models including the Yaris/Vitz subcompact  Corolla  Camry and others.,normal
TRP,TransCanada Corporation,20151021,UPDATE 1-TransCanada to cut more management jobs ,CALGARY  Alberta  Oct 21 Pipeline company TransCanada Corp has announced new job cuts  eliminating about 20 percent of its directors as slumping oil prices continue to take their toll on its customers  a spokesman said on Wednesday.,topStory
TRP,TransCanada Corporation,20151021,TransCanada to cut more management jobs ,CALGARY  Oct 21 Pipeline company TransCanada Corp has announced new job cuts  eliminating about 20 percent of its directors as slumping oil prices continue to take their toll on its customers  a spokesman said on Wednesday.,normal
USB,US Bancorp,20151021,MOVES-US Bank names Anthony Gillaizeau wealth management consultant ,Oct 21 U.S. Bank Wealth Management  part of U.S. Bancorp  said Anthony Gillaizeau has been named wealth management consultant for The Private Client Reserve of U.S. Bank in San Francisco.,topStory
UTX,United Technologies Corporation,20151021,India Morning Call-Global Markets ,NEW YORK - U.S. stocks ended slightly lower on Tuesday as a decline in healthcare and biotech stocks offset gains in United Technologies and Verizon.,topStory
VRX,Valeant Pharmaceuticals International Inc,20151021,US STOCKS-Wall St declines; Valeant  healthcare weigh ,* Dow down 0.3 pct  S&P down 0.6 pct  Nasdaq down 0.8 pct   (Adds eBay up after the bell  Community Health down  latest volume),topStory
VRX,Valeant Pharmaceuticals International Inc,20151021,Valeant shares plunge on short-seller scrutiny of pharmacy revenue ,NEW YORK Valeant Pharmaceuticals International Inc's stock plunged as much as 40 percent on Wednesday after an influential short-seller accused the company of using specialty pharmacies to inflate its revenue  an allegation that the drugmaker denied.,normal
VRX,Valeant Pharmaceuticals International Inc,20151021,Often criticized  Valeant's unusual CEO comes under heavy fire ,Mike Pearson's methods heading one of the world's most acquisitive drugmakers have long been viewed as troubling to some  merely unorthodox to others.,normal
VRX,Valeant Pharmaceuticals International Inc,20151021,UPDATE 5-Valeant shares plunge on short-seller scrutiny of pharmacy revenue ,* Valeant shares cut losses  last down 18 pct   (Adds background  updates share price  market values),normal
VRX,Valeant Pharmaceuticals International Inc,20151021,US STOCKS-Wall St falls; Valeant  healthcare drop ,* Dow down 0.3 pct  S&P down 0.6 pct  Nasdaq down 0.8 pct   (Updates to close),normal
VRX,Valeant Pharmaceuticals International Inc,20151021,CANADA STOCKS-TSX falls 1 pct on Valeant plunge  resource slip ,TORONTO  Oct 21 A plunge in shares of Valeant Pharmaceuticals International Inc helped push Canada's main stock index down 1 percent on Wednesday  with falls in the price of oil and other commodities weighing on energy and mining stocks.,normal
VRX,Valeant Pharmaceuticals International Inc,20151021,NEWSMAKER-Often criticized  Valeant's unusual CEO comes under heavy fire ,Oct 21 Mike Pearson's methods heading one of the world's most acquisitive drugmakers have long been viewed as troubling to some  merely unorthodox to others.,normal
VRX,Valeant Pharmaceuticals International Inc,20151021,CANADA STOCKS-TSX ends 1 pct lower as Valeant tumbles ,TORONTO  Oct 21 Canada's main stock index fell 1 percent on Wednesday  with most of the damage done by an influential short-seller's accusations that Valeant Pharmaceuticals International Inc artificially inflates it revenue.,normal
VRX,Valeant Pharmaceuticals International Inc,20151021,Citron's Left hits nerve with new Valeant broadside ,NEW YORK Andrew Left's Citron Research is largely a one-man investment research operation that has shaken financial markets in both the United States and China from his home office in Beverly Hills  California.,normal
DIS,Walt Disney Company (The),20151021,Disney's ESPN to eliminate over 300 positions: source ,Walt Disney Co's sports network ESPN is reorganizing and eliminating over 300 positions  according to a person familiar with the situation.,topStory
DIS,Walt Disney Company (The),20151021,UPDATE 1-Disney's ESPN to eliminate over 300 positions - source ,Oct 21 Walt Disney Co's sports network ESPN is reorganizing and eliminating over 300 positions  according to a person familiar with the situation.,normal
WFC,Wells Fargo & Company,20151021,Wells Fargo wins deal to recruit Credit Suisse U.S. brokers ,NEW YORK Credit Suisse Group AG has awarded Wells Fargo & Co the exclusive right to recruit the Swiss bank's brokers who work in the United States  the companies said on Tuesday.,topStory
WFC,Wells Fargo & Company,20151021,Wells Fargo wins deal to recruit Credit Suisse U.S. brokers ,NEW YORK Credit Suisse Group AG has awarded Wells Fargo & Co the exclusive right to recruit the Swiss bank's brokers who work in the United States  the companies said on Tuesday.,normal
WFC,Wells Fargo & Company,20151021,UPDATE 1-Wells Fargo wins deal to recruit Credit Suisse U.S. brokers ,NEW YORK  Oct 20 Credit Suisse Group AG  has awarded Wells Fargo & Co the exclusive right to recruit the Swiss bank's brokers who work in the United States  the companies said on Tuesday.,normal
WIT,Wipro Limited,20151021,Wipro posts bigger Q2 profit  sees muted Q3 ,BENGALURU/MUMBAI Wipro Ltd  India's third-biggest software services exporter  reported a 7.2 percent rise in quarterly profits on Wednesday but forecast a tepid quarter ahead due to fewer working days for its Western clients and smaller deals.,topStory
WIT,Wipro Limited,20151021,UPDATE 1-India's Wipro posts bigger Q2 profit  sees muted Q3 ,BENGALURU/MUMBAI  Oct 21 Wipro Ltd  India's third-biggest software services exporter  reported a 7.2 percent rise in quarterly profits on Wednesday but forecast a tepid quarter ahead due to fewer working days for its Western clients and smaller deals.,normal
WIT,Wipro Limited,20151021,India's Wipro posts bigger Q2 profit ,BENGALURU/MUMBAI  Oct 21 Wipro Ltd  India's third-biggest software services exporter  reported a 7.2 percent rise in quarterly profit that just beat market estimates  helped by better IT spending by global clients and a rise in high margin digital projects.,normal
YELP,Yelp Inc,20151021,Yelp  other online review sites  tell court to bar gag clauses ,Yelp Inc has teamed up with other online review sites to urge a U.S. judge to grant the Federal Trade Commission's request to stop a Florida company from selling its weight-loss supplements subject to a gag clause.,topStory
YUM,Yum! Brands Inc,20151021,Fitch Solutions: Yum's CDS at All Time Widest Level On Spinoff Plans ,(The following statement was released by the rating agency) NEW YORK  October 21 (Fitch) Yum! Brands Inc.'s (YUM) announced separation of  its China operation into an independent publicly traded company has sent its  credit default swap (CDS) spreads spiking to their widest levels ever  according  to Fitch Solutions in its latest CDS Case Study Snapshot.   Five-year CDS on Yum! have continued to gap out  98% wider in just the past  week  to price at all-time wide levels.  Additionally  CDS are c,topStory
YUM,Yum! Brands Inc,20151021,PRESS DIGEST- New York Times business news - Oct 21 ,Oct 21 The following are the top stories on the New York Times business pages. Reuters has not verified these stories and does not vouch for their accuracy.,normal
